graph,num_nodes,algorithm,runtime,total_run_runtime,success_rate,median_stretch,avg_depth
Ulaknet.graphml,76,Global Controller,23.032,240.1113,0.7717,0.0,3.1667
Ulaknet.graphml,76,PrioList,14.0723,227.4365,0.7683,0.0,3.1667
Ulaknet.graphml,76,Simple Decomposition,17.7726,219.1489,0.7717,0.0,3.1667
Ulaknet.graphml,76,Super Trees,18.9002,223.2407,0.7721,0.0417,3.8333
UniC.graphml,15,Beacon Nodes,6.2629,97.5147,0.7875,0.0833,6.0417
UniC.graphml,15,Global Controller,6.1445,95.5761,0.7971,0.0417,6.0417
UniC.graphml,15,PrioList,5.5026,95.7967,0.8117,0.125,6.0417
UniC.graphml,15,Simple Decomposition,5.7165,103.1082,0.8138,0.0833,6.0417
UniC.graphml,15,Super Trees,5.8438,71.9675,0.5967,0.125,5.9583
Uran.graphml,19,Beacon Nodes,3.4429,90.1402,0.7108,0.0,5.7917
Uran.graphml,19,Global Controller,4.2211,91.5388,0.7138,0.0,5.7917
Uran.graphml,19,PrioList,3.2274,85.5191,0.7288,0.0,5.7917
Uran.graphml,19,Simple Decomposition,3.2174,86.302,0.7221,0.0,5.7917
Uran.graphml,19,Super Trees,4.2494,79.3546,0.6342,0.0,5.7083
Uunet.graphml,42,Beacon Nodes,90.6161,321.9771,0.9508,0.0,8.3125
Uunet.graphml,42,Global Controller,92.1874,312.7062,0.9446,0.0,8.3125
Uunet.graphml,42,PrioList,86.4043,307.7303,0.9533,0.0,8.3125
Uunet.graphml,42,Simple Decomposition,86.522,302.7204,0.9583,0.0,8.3125
Uunet.graphml,42,Super Trees,85.1879,288.5322,0.9425,0.4583,9.7083
Vinaren.graphml,21,Beacon Nodes,4.828,97.6886,0.7575,0.1042,4.3958
Vinaren.graphml,21,Global Controller,5.7337,97.1028,0.7554,0.1667,4.3958
Vinaren.graphml,21,PrioList,4.3509,92.6668,0.7471,0.1667,4.3958
Vinaren.graphml,21,Simple Decomposition,4.6693,90.2345,0.7438,0.2083,4.3958
Vinaren.graphml,21,Super Trees,5.4581,77.5123,0.6071,0.3125,4.875
VisionNet.graphml,22,Beacon Nodes,3.7056,90.3102,0.595,0.0,9.0417
VisionNet.graphml,22,Global Controller,4.3573,89.822,0.6042,0.0,9.0417
VisionNet.graphml,22,PrioList,3.1284,89.9864,0.6038,0.0,9.0417
VisionNet.graphml,22,Simple Decomposition,3.1417,81.8371,0.5988,0.0,9.0417
VisionNet.graphml,22,Super Trees,4.5332,90.9296,0.6096,0.0,9.0417
VtlWavenet2008.graphml,87,Beacon Nodes,44.361,248.0598,0.2758,0.0417,37.2917
VtlWavenet2008.graphml,87,Global Controller,52.9836,250.6083,0.2779,0.0417,37.2917
VtlWavenet2008.graphml,87,PrioList,38.6563,220.8586,0.2792,0.0,37.2917
VtlWavenet2008.graphml,87,Simple Decomposition,39.227,231.1263,0.2892,0.0,37.2917
VtlWavenet2008.graphml,87,Super Trees,44.0995,222.0267,0.2513,0.0,39.5
VtlWavenet2011.graphml,91,Beacon Nodes,51.2554,269.5977,0.2988,0.0417,37.0
VtlWavenet2011.graphml,91,Global Controller,66.9616,277.6489,0.3042,0.0,37.0
VtlWavenet2011.graphml,91,PrioList,55.6796,252.5618,0.3067,0.0,37.0
VtlWavenet2011.graphml,91,Simple Decomposition,52.02,243.4071,0.3104,0.0,37.0
VtlWavenet2011.graphml,91,Super Trees,60.6593,244.2869,0.2804,0.0417,41.9583
WideJpn.graphml,19,Beacon Nodes,11.0371,107.2042,0.8288,0.0,5.9858
WideJpn.graphml,19,Global Controller,12.4873,109.4514,0.8333,0.0,5.9858
WideJpn.graphml,19,PrioList,10.1152,107.6797,0.8617,0.0,5.9858
WideJpn.graphml,19,Simple Decomposition,10.3463,106.3669,0.8796,0.0417,5.9858
WideJpn.graphml,19,Super Trees,12.6442,97.527,0.7154,0.125,6.7083
Xeex.graphml,24,Beacon Nodes,24.7183,151.1522,0.9188,0.0,7.4375
Xeex.graphml,24,Global Controller,22.9236,150.096,0.9112,0.0,7.4375
Xeex.graphml,24,PrioList,19.2761,147.2432,0.9325,0.0,7.4375
Xeex.graphml,24,Simple Decomposition,19.8654,149.3809,0.9271,0.0,7.4375
Xeex.graphml,24,Super Trees,19.5031,134.443,0.8433,0.5,9.125
Xspedius.graphml,34,Beacon Nodes,50.4266,224.0733,0.9792,0.0208,13.5625
Xspedius.graphml,34,Global Controller,52.0029,222.2274,0.9546,0.0417,13.5625
Xspedius.graphml,34,PrioList,52.9432,220.7403,0.9829,0.0417,13.5625
Xspedius.graphml,34,Simple Decomposition,48.6439,215.4523,0.9858,0.0417,13.5625
Xspedius.graphml,34,Super Trees,49.4123,184.9043,0.845,0.375,11.0625
York.graphml,23,Beacon Nodes,13.9224,112.2461,0.6879,0.0,16.75
York.graphml,23,Global Controller,14.5317,106.322,0.6308,0.0,16.75
York.graphml,23,PrioList,13.1877,108.8836,0.7204,0.0,16.75
York.graphml,23,Simple Decomposition,13.3221,102.2256,0.6946,0.0,16.75
York.graphml,23,Super Trees,15.8385,99.9616,0.6108,0.0833,16.4375
