graph,num_nodes,algorithm,runtime,total_run_runtime,success_rate,median_stretch,avg_depth
HiberniaIreland.graphml,6,Simple Decomposition,2.0892,77.9426,0.9158,0.0,2.6667
HiberniaIreland.graphml,6,Super Trees,2.5826,68.666,0.8479,0.0,3.0417
HiberniaNireland.graphml,15,Beacon Nodes,5.2277,93.9872,0.7317,0.0,9.1525
HiberniaNireland.graphml,15,Global Controller,5.7864,93.12,0.7133,0.0,9.1525
HiberniaNireland.graphml,15,PrioList,4.9454,92.6819,0.7708,0.0,9.1525
HiberniaNireland.graphml,15,Simple Decomposition,5.0629,97.0631,0.7642,0.0,9.1525
HiberniaNireland.graphml,15,Super Trees,5.7636,67.3357,0.5592,0.0833,7.6458
HiberniaUk.graphml,13,Beacon Nodes,6.2113,94.229,0.7487,0.0,6.5
HiberniaUk.graphml,13,Global Controller,6.7588,88.1547,0.7325,0.0,6.5
HiberniaUk.graphml,13,PrioList,6.333,93.109,0.8279,0.0,6.5
HiberniaUk.graphml,13,Simple Decomposition,6.1125,92.1854,0.8275,0.0,6.5
HiberniaUk.graphml,13,Super Trees,6.853,92.0428,0.8112,0.0,6.5
HiberniaUs.graphml,20,Beacon Nodes,15.6162,133.041,0.8088,0.0417,9.8333
HiberniaUs.graphml,20,Global Controller,15.0531,133.1741,0.8129,0.0417,9.8333
HiberniaUs.graphml,20,PrioList,13.9192,136.1764,0.83,0.0,9.8333
HiberniaUs.graphml,20,Simple Decomposition,14.1171,134.8803,0.8317,0.0,9.8333
HiberniaUs.graphml,20,Super Trees,15.3262,106.7941,0.66,0.0417,9.1042
Highwinds.graphml,18,Beacon Nodes,18.3226,161.538,0.9404,0.0,5.2292
Highwinds.graphml,18,Global Controller,18.4255,155.3864,0.9342,0.0,5.2292
Highwinds.graphml,18,PrioList,17.3711,147.3348,0.9429,0.0,5.2292
Highwinds.graphml,18,Simple Decomposition,17.7467,150.1139,0.945,0.0,5.2292
Highwinds.graphml,18,Super Trees,17.1088,139.4717,0.8658,0.0,6.2083
HostwayInternational.graphml,16,Beacon Nodes,8.9546,123.9083,0.8596,0.0833,7.1042
HostwayInternational.graphml,16,Global Controller,9.4717,115.0869,0.8429,0.0833,7.1042
HostwayInternational.graphml,16,PrioList,8.3592,122.4871,0.8654,0.0833,7.1042
HostwayInternational.graphml,16,Simple Decomposition,9.8158,119.3684,0.8767,0.0833,7.1042
HostwayInternational.graphml,16,Super Trees,8.7233,92.4118,0.6662,0.2917,6.8333
HurricaneElectric.graphml,24,Beacon Nodes,20.2643,156.4224,0.86,0.0,5.4792
HurricaneElectric.graphml,24,Global Controller,23.9501,159.2649,0.8583,0.0,5.4792
HurricaneElectric.graphml,24,PrioList,23.3491,152.9194,0.8562,0.0,5.4792
HurricaneElectric.graphml,24,Simple Decomposition,20.3215,150.3918,0.8533,0.0,5.4792
HurricaneElectric.graphml,24,Super Trees,20.3079,139.6014,0.7788,0.4375,6.8333
Ibm.graphml,18,Beacon Nodes,15.7848,146.4971,0.9729,0.0,6.3333
Ibm.graphml,18,Global Controller,16.4218,141.4662,0.9533,0.0,6.3333
Ibm.graphml,18,PrioList,15.7741,137.0369,0.9742,0.0,6.3333
Ibm.graphml,18,Simple Decomposition,17.7303,147.5448,0.9783,0.0,6.3333
Ibm.graphml,18,Super Trees,17.1648,124.084,0.8879,0.0,8.1667
Iij.graphml,28,Beacon Nodes,47.9361,229.9208,0.9579,0.0,4.4167
Iij.graphml,28,Global Controller,48.2716,236.3588,0.9662,0.0,4.4167
Iij.graphml,28,PrioList,48.6977,224.1103,0.9688,0.0,4.4167
Iij.graphml,28,Simple Decomposition,46.0048,235.8044,0.97,0.0,4.4167
Iij.graphml,28,Super Trees,46.0892,213.4081,0.9333,0.0833,6.0833
Ilan.graphml,10,Beacon Nodes,2.9942,87.9114,0.8446,0.0,3.4167
Ilan.graphml,10,Global Controller,3.1266,88.0119,0.8375,0.0,3.4167
Ilan.graphml,10,PrioList,2.7065,86.4436,0.8304,0.0,3.4167
Ilan.graphml,10,Simple Decomposition,2.7372,81.6907,0.8521,0.0,3.4167
Ilan.graphml,10,Super Trees,3.2356,83.3992,0.8117,0.0,3.7917
Integra.graphml,27,Beacon Nodes,26.6078,174.0708,0.8954,0.0,6.7708
Integra.graphml,27,Global Controller,23.3366,168.5495,0.875,0.0417,6.7708
Integra.graphml,27,PrioList,21.944,162.4809,0.9096,0.0417,6.7708
Integra.graphml,27,Simple Decomposition,22.078,159.8388,0.9112,0.0,6.7708
Integra.graphml,27,Super Trees,21.8905,142.1962,0.755,0.1458,8.375
Internetmci.graphml,19,Beacon Nodes,21.1209,161.7783,0.9475,0.0,5.75
Internetmci.graphml,19,Global Controller,19.562,156.0684,0.9288,0.0,5.75
Internetmci.graphml,19,PrioList,18.2052,160.327,0.9421,0.0,5.75
Internetmci.graphml,19,Simple Decomposition,18.4546,155.5977,0.9488,0.0,5.75
Internetmci.graphml,19,Super Trees,18.3226,137.2287,0.9192,0.375,7.3612
Internode.graphml,20,Beacon Nodes,21.6219,160.4943,0.9621,0.0,6.5625
Internode.graphml,20,Global Controller,23.5148,175.3696,0.9538,0.0,6.5625
Internode.graphml,20,PrioList,21.8618,152.6733,0.9571,0.0,6.5625
Internode.graphml,20,Simple Decomposition,21.1513,154.571,0.9617,0.0,6.5625
Internode.graphml,20,Super Trees,21.3804,145.9736,0.9138,0.2083,7.2917
Iris.graphml,50,Beacon Nodes,63.4325,260.0779,0.8454,0.0833,11.5625
Iris.graphml,50,Global Controller,65.4237,266.6627,0.8029,0.0625,11.5625
Iris.graphml,50,PrioList,61.1822,250.7927,0.8558,0.1875,11.5625
Iris.graphml,50,Simple Decomposition,59.8138,248.689,0.8629,0.125,11.5625
Iris.graphml,50,Super Trees,58.5212,220.4287,0.7167,0.3333,12.4167
Janetlense.graphml,19,Beacon Nodes,15.6457,149.6097,0.9362,0.0,2.6042
Janetlense.graphml,19,Global Controller,16.8392,144.4992,0.9325,0.0,2.6042
Janetlense.graphml,19,PrioList,15.6667,144.5071,0.9338,0.0,2.6042
Janetlense.graphml,19,Simple Decomposition,17.2569,139.4788,0.9383,0.0,2.6042
Janetlense.graphml,19,Super Trees,18.8154,139.7933,0.855,0.0,4.3333
Jgn2Plus.graphml,11,Beacon Nodes,2.2329,77.3261,0.7325,0.0,5.375
Jgn2Plus.graphml,11,Global Controller,2.3583,69.5604,0.7388,0.0,5.375
Jgn2Plus.graphml,11,PrioList,2.097,72.088,0.7404,0.0,5.375
Jgn2Plus.graphml,11,Simple Decomposition,1.9347,71.546,0.7417,0.0,5.375
Jgn2Plus.graphml,11,Super Trees,2.641,75.7202,0.7533,0.0,5.375
Karen.graphml,23,Beacon Nodes,12.2837,128.3664,0.7854,0.0,6.5208
Karen.graphml,23,Global Controller,13.2664,127.1254,0.7929,0.0,6.5208
Karen.graphml,23,PrioList,12.3611,129.2683,0.8212,0.0,6.5208
Karen.graphml,23,Simple Decomposition,12.0783,124.9315,0.8167,0.0,6.5208
Karen.graphml,23,Super Trees,12.8741,117.062,0.7283,0.0833,7.1179
KentmanFeb2008.graphml,25,Beacon Nodes,5.0748,116.7066,0.725,0.0,4.625
KentmanFeb2008.graphml,25,Global Controller,6.9448,110.5715,0.7471,0.0,4.625
KentmanFeb2008.graphml,25,PrioList,4.6846,114.6429,0.7371,0.0,4.625
KentmanFeb2008.graphml,25,Simple Decomposition,4.7782,109.0179,0.7429,0.0,4.625
KentmanFeb2008.graphml,25,Super Trees,6.1732,100.7084,0.6508,0.0,5.1667
KentmanJul2005.graphml,16,Beacon Nodes,5.9384,104.5498,0.7887,0.0,5.25
KentmanJul2005.graphml,16,Global Controller,6.258,98.887,0.7837,0.0,5.25
KentmanJul2005.graphml,16,PrioList,5.7031,100.7881,0.8,0.0,5.25
KentmanJul2005.graphml,16,Simple Decomposition,5.8633,99.9306,0.8125,0.0,5.25
KentmanJul2005.graphml,16,Super Trees,6.3089,94.3678,0.7308,0.0417,6.0833
Kreonet.graphml,13,Beacon Nodes,1.9448,85.8032,0.8008,0.0,3.125
Kreonet.graphml,13,Global Controller,2.2981,84.7803,0.8158,0.0,3.125
Kreonet.graphml,13,PrioList,1.7083,80.6495,0.8088,0.0,3.125
Kreonet.graphml,13,Simple Decomposition,2.9672,78.4443,0.795,0.0,3.125
Kreonet.graphml,13,Super Trees,2.5739,81.4601,0.7933,0.0,3.125
Latnet.graphml,68,Beacon Nodes,23.4666,220.0066,0.6579,0.125,9.9375
Latnet.graphml,68,Global Controller,29.9552,226.2478,0.6654,0.125,9.9375
Latnet.graphml,68,PrioList,19.8564,210.0779,0.6708,0.125,9.9375
Latnet.graphml,68,Simple Decomposition,21.525,205.287,0.6546,0.125,9.9375
Latnet.graphml,68,Super Trees,24.345,220.4438,0.6329,0.25,10.8542
Layer42.graphml,6,Beacon Nodes,2.2711,78.9576,0.8958,0.0,2.4583
Layer42.graphml,6,Global Controller,2.2415,77.0029,0.9,0.0,2.4583
Layer42.graphml,6,PrioList,2.2137,76.1377,0.8983,0.0,2.4583
Layer42.graphml,6,Simple Decomposition,2.022,73.5517,0.9033,0.0,2.4583
Layer42.graphml,6,Super Trees,2.7514,57.3664,0.665,0.0417,2.3958
Litnet.graphml,39,Beacon Nodes,11.7402,149.5231,0.7438,0.0,3.7917
Litnet.graphml,39,Global Controller,14.8961,158.8998,0.7546,0.0,3.7917
Litnet.graphml,39,PrioList,13.6335,140.1311,0.7687,0.0,3.7917
Litnet.graphml,39,Simple Decomposition,10.8729,139.178,0.7575,0.0,3.7917
Litnet.graphml,39,Super Trees,13.0505,136.8557,0.6629,0.0833,4.9167
Marnet.graphml,17,Beacon Nodes,7.8361,108.4643,0.8746,0.0,2.7708
Marnet.graphml,17,Global Controller,9.7666,114.0132,0.8633,0.0,2.7708
Marnet.graphml,17,PrioList,7.4031,109.6804,0.8729,0.0,2.7708
Marnet.graphml,17,Simple Decomposition,7.4283,111.2308,0.8738,0.0,2.7708
Marnet.graphml,17,Super Trees,8.5742,96.1127,0.8146,0.0,3.8333
Marwan.graphml,6,Beacon Nodes,2.498,80.4728,0.9,0.0,3.0
Marwan.graphml,6,Global Controller,2.6264,80.4767,0.8929,0.0,3.0
Marwan.graphml,6,PrioList,2.2716,82.4781,0.9467,0.0,3.0
Marwan.graphml,6,Simple Decomposition,2.4424,82.9816,0.9421,0.0,3.0
Marwan.graphml,6,Super Trees,2.7848,81.5737,0.9408,0.0,3.0833
Myren.graphml,20,Beacon Nodes,9.0971,113.1758,0.8054,0.0,3.0417
Myren.graphml,20,Global Controller,7.0044,113.8858,0.8088,0.0,3.0417
Myren.graphml,20,PrioList,6.3372,105.3884,0.825,0.0,3.0417
Myren.graphml,20,Simple Decomposition,5.9395,100.8584,0.8167,0.0,3.0417
Myren.graphml,20,Super Trees,7.0255,94.5439,0.7479,0.0417,4.125
Napnet.graphml,6,Beacon Nodes,2.0918,81.3111,0.9025,0.0,1.945
Napnet.graphml,6,Global Controller,2.1928,79.6292,0.8888,0.0,1.945
Napnet.graphml,6,PrioList,2.0869,77.5372,0.8942,0.0,1.945
Napnet.graphml,6,Simple Decomposition,2.0075,73.817,0.9017,0.0,1.945
Napnet.graphml,6,Super Trees,2.2244,63.6241,0.7717,0.0625,2.5696
Navigata.graphml,13,Beacon Nodes,4.7615,97.5604,0.8283,0.0,3.5
Navigata.graphml,13,Global Controller,5.1565,91.7474,0.8396,0.0,3.5
Navigata.graphml,13,PrioList,4.5985,88.9546,0.83,0.0,3.5
Navigata.graphml,13,Simple Decomposition,4.5522,86.3969,0.8317,0.0,3.5
Navigata.graphml,13,Super Trees,4.9305,84.9965,0.7637,0.0,4.4375
Netrail.graphml,7,Beacon Nodes,4.2614,98.7206,0.975,0.0,2.9171
Netrail.graphml,7,Global Controller,4.3276,97.3099,0.9771,0.0,2.9171
Netrail.graphml,7,PrioList,4.1774,91.9492,0.9854,0.0,2.9171
Netrail.graphml,7,Simple Decomposition,4.2058,100.6184,0.9821,0.0,2.9171
Netrail.graphml,7,Super Trees,4.3617,73.3169,0.7758,0.0,3.3471
NetworkUsa.graphml,35,Beacon Nodes,32.3972,186.4119,0.7696,0.0,17.2292
NetworkUsa.graphml,35,Global Controller,38.1527,184.0348,0.6933,0.0,17.2292
NetworkUsa.graphml,35,PrioList,32.695,172.3075,0.7896,0.0,17.2292
NetworkUsa.graphml,35,Simple Decomposition,34.3559,175.0577,0.7983,0.0,17.2292
NetworkUsa.graphml,35,Super Trees,32.3932,178.2594,0.735,0.0,18.25
Nextgen.graphml,16,Beacon Nodes,3.2981,85.1779,0.6412,0.0,8.3333
Nextgen.graphml,16,Global Controller,3.7963,85.8661,0.6467,0.0,8.3333
Nextgen.graphml,16,PrioList,3.0493,78.6435,0.6379,0.0,8.3333
Nextgen.graphml,16,Simple Decomposition,3.1457,81.5691,0.6542,0.0,8.3333
Nextgen.graphml,16,Super Trees,4.004,77.6526,0.6246,0.0,8.4167
Niif.graphml,35,Beacon Nodes,23.8013,174.5949,0.8217,0.0,7.5
Niif.graphml,35,Global Controller,26.5523,176.5783,0.7887,0.0833,7.5
Niif.graphml,35,PrioList,23.3967,165.8055,0.8283,0.0,7.5
Niif.graphml,35,Simple Decomposition,25.0672,164.9199,0.8325,0.0,7.5
Niif.graphml,35,Super Trees,24.6383,166.3481,0.7783,0.1667,8.5417
Noel.graphml,19,Beacon Nodes,15.0065,141.8658,0.9296,0.0,5.9029
Noel.graphml,19,Global Controller,15.8876,137.2566,0.9167,0.0,5.9029
Noel.graphml,19,PrioList,15.0998,135.0288,0.9342,0.0417,5.9029
Noel.graphml,19,Simple Decomposition,16.582,145.6078,0.9442,0.0,5.9029
Noel.graphml,19,Super Trees,14.8587,121.2556,0.8304,0.0833,6.8125
Nordu1997.graphml,12,Beacon Nodes,2.0139,92.2413,0.7967,0.0,2.875
Nordu1997.graphml,12,Global Controller,2.24,94.3497,0.8029,0.0,2.875
Nordu1997.graphml,12,PrioList,1.6255,79.1222,0.7962,0.0,2.875
Nordu1997.graphml,12,Simple Decomposition,1.6278,84.9666,0.7792,0.0,2.875
Nordu1997.graphml,12,Super Trees,2.4338,84.3953,0.7925,0.0,2.875
Nordu2005.graphml,6,Beacon Nodes,1.7644,78.5846,0.8496,0.0,2.5833
Nordu2005.graphml,6,Global Controller,1.7806,78.4376,0.8621,0.0,2.5833
Nordu2005.graphml,6,PrioList,1.62,76.1624,0.8571,0.0,2.5833
Nordu2005.graphml,6,Simple Decomposition,1.5547,74.4383,0.8592,0.0,2.5833
Nordu2005.graphml,6,Super Trees,1.8415,67.9707,0.7771,0.1458,2.7708
Nsfnet.graphml,13,Beacon Nodes,6.0653,104.6909,0.8788,0.0,4.7083
Nsfnet.graphml,13,Global Controller,6.4902,109.7541,0.8738,0.0,4.7083
Nsfnet.graphml,13,PrioList,5.8195,101.6308,0.8725,0.0,4.7083
Nsfnet.graphml,13,Simple Decomposition,5.8697,113.1011,0.89,0.0,4.7083
Nsfnet.graphml,13,Super Trees,6.4194,86.8455,0.7325,0.0417,6.1042
Oxford.graphml,19,Beacon Nodes,13.9406,148.13,0.8971,0.0833,8.7708
Oxford.graphml,19,Global Controller,16.7822,147.7918,0.8225,0.0833,8.7708
Oxford.graphml,19,PrioList,14.0778,137.5107,0.9021,0.0417,8.7708
Oxford.graphml,19,Simple Decomposition,14.1137,152.5087,0.9054,0.0417,8.7708
Oxford.graphml,19,Super Trees,14.3325,140.2843,0.9042,0.0833,9.9583
Pacificwave.graphml,3,Beacon Nodes,1.3326,86.3351,0.9804,0.0,1.5
Pacificwave.graphml,3,Global Controller,1.309,87.9458,0.9783,0.0,1.5
Pacificwave.graphml,3,PrioList,1.2604,87.7064,0.9787,0.0,1.5
Pacificwave.graphml,3,Simple Decomposition,1.2075,84.9777,0.9779,0.0,1.5
Pacificwave.graphml,3,Super Trees,1.4585,87.8589,0.9833,0.0,1.5
Packetexchange.graphml,21,Beacon Nodes,13.3847,138.0926,0.8396,0.0417,7.4862
Packetexchange.graphml,21,Global Controller,17.9567,140.4784,0.8192,0.0208,7.4862
Packetexchange.graphml,21,PrioList,13.3464,138.1182,0.8512,0.0,7.4862
Packetexchange.graphml,21,Simple Decomposition,13.1349,138.3471,0.8725,0.0,7.4862
Packetexchange.graphml,21,Super Trees,14.5251,100.0918,0.56,0.2292,7.0625
Palmetto.graphml,45,Beacon Nodes,70.5455,286.358,0.8479,0.0833,14.7292
Palmetto.graphml,45,Global Controller,76.9512,283.0659,0.8167,0.125,14.7292
Palmetto.graphml,45,PrioList,72.972,282.4086,0.8562,0.0833,14.7292
Palmetto.graphml,45,Simple Decomposition,72.6883,272.0338,0.8475,0.2083,14.7292
Palmetto.graphml,45,Super Trees,72.3897,216.8122,0.6008,0.7917,14.4167
Peer1.graphml,16,Beacon Nodes,10.1137,122.6064,0.9012,0.0,6.2292
Peer1.graphml,16,Global Controller,10.391,124.4436,0.8908,0.0,6.2292
Peer1.graphml,16,PrioList,9.8094,124.5842,0.91,0.0,6.2292
Peer1.graphml,16,Simple Decomposition,9.5645,117.3448,0.9033,0.0,6.2292
Peer1.graphml,16,Super Trees,10.3464,104.8807,0.7546,0.1667,7.0833
PionierL3.graphml,27,Beacon Nodes,19.8348,162.278,0.8221,0.0,12.5625
PionierL3.graphml,27,Global Controller,22.0267,151.1737,0.7754,0.0,12.5625
PionierL3.graphml,27,PrioList,20.852,162.9831,0.8625,0.0,12.5625
PionierL3.graphml,27,Simple Decomposition,18.9695,151.7098,0.8525,0.0,12.5625
PionierL3.graphml,27,Super Trees,20.3736,149.4041,0.8283,0.0625,12.9792
Psinet.graphml,24,Beacon Nodes,10.361,123.2903,0.6775,0.0,9.7575
Psinet.graphml,24,Global Controller,11.3085,111.972,0.6325,0.0,9.7575
Psinet.graphml,24,PrioList,9.887,113.3698,0.7058,0.0,9.7575
Psinet.graphml,24,Simple Decomposition,9.8865,119.2702,0.7012,0.0,9.7575
Psinet.graphml,24,Super Trees,11.0676,92.3619,0.5083,0.1667,11.75
Quest.graphml,20,Beacon Nodes,22.7956,171.7123,0.9683,0.0,9.2292
Quest.graphml,20,Global Controller,23.8612,165.4901,0.9458,0.0,9.2292
Quest.graphml,20,PrioList,25.5964,175.7437,0.9762,0.0,9.2292
Quest.graphml,20,Simple Decomposition,23.105,167.8258,0.9738,0.0,9.2292
Quest.graphml,20,Super Trees,22.7894,157.6971,0.9396,0.25,9.8333
Rediris.graphml,19,Beacon Nodes,21.7327,167.7973,0.9754,0.0417,6.375
Rediris.graphml,19,Global Controller,22.8549,179.2111,0.9742,0.0833,6.375
Rediris.graphml,19,PrioList,19.8848,167.3538,0.9717,0.0,6.375
Rediris.graphml,19,Simple Decomposition,20.336,165.8326,0.9717,0.0,6.375
Rediris.graphml,19,Super Trees,20.3526,162.2103,0.9525,0.3125,6.3333
Renater1999.graphml,24,Beacon Nodes,3.978,107.8589,0.7125,0.0,5.5
Renater1999.graphml,24,Global Controller,5.1405,107.1402,0.7088,0.0,5.5
Renater1999.graphml,24,PrioList,3.9186,103.6221,0.7267,0.0,5.5
Renater1999.graphml,24,Simple Decomposition,3.619,105.8288,0.7375,0.0,5.5
Renater1999.graphml,24,Super Trees,4.9771,105.7971,0.72,0.0,5.5
Renater2001.graphml,24,Beacon Nodes,12.3387,135.8669,0.8038,0.0,5.7292
Renater2001.graphml,24,Global Controller,11.9279,131.9304,0.8104,0.0,5.7292
Renater2001.graphml,24,PrioList,10.9047,130.2942,0.8138,0.0,5.7292
Renater2001.graphml,24,Simple Decomposition,10.501,128.4414,0.8104,0.0,5.7292
Renater2001.graphml,24,Super Trees,12.8365,118.4173,0.6875,0.0208,7.0
Renater2004.graphml,24,Beacon Nodes,18.9664,160.6458,0.8925,0.0417,8.3542
Renater2004.graphml,24,Global Controller,19.4677,154.9516,0.8554,0.0417,8.3542
Renater2004.graphml,24,PrioList,20.9758,157.6731,0.8983,0.0,8.3542
Renater2004.graphml,24,Simple Decomposition,17.9544,154.9887,0.9067,0.0,8.3542
Renater2004.graphml,24,Super Trees,20.2414,134.6017,0.7862,0.0833,8.5417
Renater2006.graphml,26,Beacon Nodes,27.3123,183.0241,0.9212,0.0,9.4792
Renater2006.graphml,26,Global Controller,29.1393,184.6654,0.8892,0.2083,9.4792
Renater2006.graphml,26,PrioList,28.6942,180.6296,0.9354,0.0,9.4792
Renater2006.graphml,26,Simple Decomposition,25.5181,175.6878,0.9462,0.0,9.4792
Renater2006.graphml,26,Super Trees,27.2167,166.0103,0.8346,0.1875,8.0208
Renater2008.graphml,26,Beacon Nodes,25.9676,186.9799,0.9271,0.0,9.0208
Renater2008.graphml,26,Global Controller,27.0606,185.1907,0.8946,0.2292,9.0208
Renater2008.graphml,26,PrioList,25.8055,172.497,0.9358,0.0,9.0208
Renater2008.graphml,26,Simple Decomposition,25.4523,186.8253,0.9375,0.0,9.0208
Renater2008.graphml,26,Super Trees,25.148,149.8128,0.7675,0.25,8.4375
Renater2010.graphml,37,Beacon Nodes,44.4123,224.579,0.8825,0.0,14.1667
Renater2010.graphml,37,Global Controller,47.592,224.1085,0.8212,0.0417,14.1667
Renater2010.graphml,37,PrioList,48.2114,227.2186,0.9088,0.0,14.1667
Renater2010.graphml,37,Simple Decomposition,44.0308,235.5426,0.9075,0.0,14.1667
Renater2010.graphml,37,Super Trees,44.4162,201.5914,0.8133,0.25,14.6667
Restena.graphml,13,Beacon Nodes,5.481,107.1576,0.8671,0.0417,4.3542
Restena.graphml,13,Global Controller,5.6891,105.8979,0.8496,0.0,4.3542
Restena.graphml,13,PrioList,5.3264,106.1963,0.8888,0.0,4.3542
Restena.graphml,13,Simple Decomposition,5.4376,104.1017,0.8829,0.0,4.3542
Restena.graphml,13,Super Trees,5.6842,96.0932,0.8,0.0417,5.7917
Rhnet.graphml,13,Beacon Nodes,3.9986,94.1992,0.7654,0.0,4.5833
Rhnet.graphml,13,Global Controller,4.3223,98.7045,0.7333,0.0,4.5833
Rhnet.graphml,13,PrioList,3.7287,91.2716,0.7708,0.0,4.5833
Rhnet.graphml,13,Simple Decomposition,4.0634,93.5965,0.7833,0.0,4.5833
Rhnet.graphml,13,Super Trees,4.2593,81.9297,0.6629,0.1667,4.8958
Rnp.graphml,28,Beacon Nodes,7.3273,125.4344,0.6525,0.0,8.6458
Rnp.graphml,28,Global Controller,10.5878,131.9446,0.6408,0.0,8.6458
Rnp.graphml,28,PrioList,6.8927,122.3311,0.6533,0.0,8.6458
Rnp.graphml,28,Simple Decomposition,7.0845,125.7294,0.6404,0.0417,8.6458
Rnp.graphml,28,Super Trees,8.2324,111.1392,0.5821,0.2083,10.3333
Roedunet.graphml,40,Beacon Nodes,8.5996,155.6295,0.7517,0.0,3.7917
Roedunet.graphml,40,Global Controller,10.6702,150.086,0.7579,0.0,3.7917
Roedunet.graphml,40,PrioList,9.6205,147.3214,0.7446,0.0,3.7917
Roedunet.graphml,40,Simple Decomposition,7.6133,151.5742,0.745,0.0,3.7917
Roedunet.graphml,40,Super Trees,10.0888,141.055,0.7158,0.3333,5.3054
Sago.graphml,18,Beacon Nodes,2.7323,84.9839,0.5679,0.0,10.75
Sago.graphml,18,Global Controller,3.5347,85.7418,0.5963,0.0,10.75
Sago.graphml,18,PrioList,2.6373,84.7469,0.5954,0.0,10.75
Sago.graphml,18,Simple Decomposition,2.7568,85.7964,0.6067,0.0,10.75
Sago.graphml,18,Super Trees,3.7312,92.1775,0.5888,0.0,10.75
Sanren.graphml,7,Beacon Nodes,2.8462,94.9005,0.8775,0.0,3.5
Sanren.graphml,7,Global Controller,2.9286,89.6743,0.8721,0.0,3.5
Sanren.graphml,7,PrioList,2.7393,89.475,0.9275,0.0,3.5
Sanren.graphml,7,Simple Decomposition,2.6356,86.0192,0.9275,0.0,3.5
Sanren.graphml,7,Super Trees,3.0968,90.228,0.9138,0.0,3.6042
Savvis.graphml,19,Beacon Nodes,11.279,127.1675,0.7667,0.0,9.875
Savvis.graphml,19,Global Controller,12.7304,116.0575,0.7054,0.0,9.875
Savvis.graphml,19,PrioList,10.4424,121.2573,0.8258,0.0,9.875
Savvis.graphml,19,Simple Decomposition,10.0464,120.0917,0.8212,0.0,9.875
Savvis.graphml,19,Super Trees,10.9244,108.9926,0.7338,0.0833,11.5
Sinet.graphml,47,Beacon Nodes,29.3646,188.5397,0.7329,0.0,6.375
Sinet.graphml,47,Global Controller,29.8384,191.011,0.7196,0.0,6.375
Sinet.graphml,47,PrioList,26.1078,187.7932,0.7596,0.0,6.375
Sinet.graphml,47,Simple Decomposition,26.1764,176.471,0.7412,0.0,6.375
Sinet.graphml,47,Super Trees,30.5158,166.9313,0.6283,0.2292,8.0833
Spiralight.graphml,15,Beacon Nodes,8.2659,113.3925,0.8308,0.1667,10.25
Spiralight.graphml,15,Global Controller,9.7072,116.3626,0.7821,0.0833,10.25
Spiralight.graphml,15,PrioList,8.0171,109.4486,0.8625,0.0,10.25
Spiralight.graphml,15,Simple Decomposition,8.1039,113.2869,0.8646,0.0,10.25
Spiralight.graphml,15,Super Trees,8.5513,116.5486,0.86,0.0,10.2917
Sprint.graphml,11,Beacon Nodes,7.6976,125.8421,0.9475,0.0,3.4792
Sprint.graphml,11,Global Controller,8.0048,120.3154,0.9425,0.0,3.4792
Sprint.graphml,11,PrioList,7.749,128.3458,0.9583,0.0,3.4792
Sprint.graphml,11,Simple Decomposition,7.6948,123.5718,0.9592,0.0,3.4792
Sprint.graphml,11,Super Trees,7.957,121.8865,0.9375,0.0833,4.9304
Sunet.graphml,25,Beacon Nodes,15.2836,147.6448,0.7954,0.0,10.2708
Sunet.graphml,25,Global Controller,16.3623,140.9992,0.7412,0.0,10.2708
Sunet.graphml,25,PrioList,15.0735,146.2696,0.8079,0.0,10.2708
Sunet.graphml,25,Simple Decomposition,16.2897,145.1883,0.8225,0.0,10.2708
Sunet.graphml,25,Super Trees,15.0542,129.4345,0.6958,0.0833,11.3958
Surfnet.graphml,50,Beacon Nodes,61.5746,286.565,0.8771,0.0417,13.7083
Surfnet.graphml,50,Global Controller,72.4545,291.4539,0.8338,0.0833,13.7083
Surfnet.graphml,50,PrioList,67.5708,297.5927,0.875,0.0417,13.7083
Surfnet.graphml,50,Simple Decomposition,65.7812,290.9054,0.8717,0.0417,13.7083
Surfnet.graphml,50,Super Trees,62.4679,249.8028,0.7604,0.5417,14.25
SwitchL3.graphml,30,Beacon Nodes,54.3494,256.602,0.9792,0.0,8.75
SwitchL3.graphml,30,Global Controller,50.2651,248.7745,0.9762,0.0,8.75
SwitchL3.graphml,30,PrioList,48.2557,245.2359,0.9796,0.0,8.75
SwitchL3.graphml,30,Simple Decomposition,52.1672,247.8959,0.9817,0.0,8.75
SwitchL3.graphml,30,Super Trees,50.052,229.0676,0.9546,0.125,9.0
TataNld.graphml,143,Beacon Nodes,580.09,1125.7333,0.8867,0.9792,39.75
TataNld.graphml,143,Global Controller,618.1558,1104.5615,0.7042,0.5833,39.75
TataNld.graphml,143,PrioList,573.7831,1089.7061,0.9075,1.1667,39.75
TataNld.graphml,143,Simple Decomposition,556.4806,1088.504,0.9092,0.9583,39.75
TataNld.graphml,143,Super Trees,564.0823,949.9193,0.6696,1.2292,30.5
Telecomserbia.graphml,6,Beacon Nodes,2.3566,79.4657,0.9033,0.0,3.0
Telecomserbia.graphml,6,Global Controller,2.5727,83.0392,0.9088,0.0,3.0
Telecomserbia.graphml,6,PrioList,2.3001,77.619,0.9454,0.0,3.0
Telecomserbia.graphml,6,Simple Decomposition,2.2161,82.773,0.9458,0.0,3.0
Telecomserbia.graphml,6,Super Trees,2.5699,85.2535,0.9362,0.0,3.0833
Ulaknet.graphml,76,Beacon Nodes,14.5593,240.4207,0.7708,0.0,3.1667
