run,graph,num_nodes,algorithm,runtime,total_run_runtime,median_stretch,success_rate,avg_depth,errors
0,Aarnet.graphml,19,PrioList,11.4928,374.6989,0.0,0.88,5.0,1
0,Aarnet.graphml,19,Super Trees,13.5417,29.5016,0.0,0.07,1.0,0
0,Aarnet.graphml,19,Beacon Nodes,11.6655,138.72,0.0,0.95,5.0,1
0,Aarnet.graphml,19,Global Controller,13.6786,123.7964,0.0,0.9,5.0,1
0,Aarnet.graphml,19,Simple Decomposition,10.4861,134.4591,0.0,0.92,5.0,1
0,Abilene.graphml,11,PrioList,4.9659,109.3124,0.0,0.94,5.0,1
0,Abilene.graphml,11,Super Trees,4.7598,91.6663,0.0,0.94,10.0,1
0,Abilene.graphml,11,Beacon Nodes,8.9682,139.9724,0.0,0.93,5.0,1
0,Abilene.graphml,11,Global Controller,4.665,106.5845,0.0,0.89,5.0,1
0,Abilene.graphml,11,Simple Decomposition,4.3705,110.0202,0.0,0.97,5.0,1
0,Abvt.graphml,22,PrioList,14.5504,136.6772,0.0,0.9,12.0,1
0,Abvt.graphml,22,Super Trees,13.1322,145.6955,0.0,0.88,12.0,1
0,Abvt.graphml,22,Beacon Nodes,13.599,139.0883,0.0,0.9,12.0,1
0,Abvt.graphml,22,Global Controller,16.5094,144.7038,0.0,0.83,12.0,1
0,Abvt.graphml,22,Simple Decomposition,15.1349,140.4091,0.0,0.94,12.0,1
0,Aconet.graphml,17,PrioList,10.0886,170.2338,0.0,0.98,3.5,0
0,Aconet.graphml,17,Super Trees,8.8373,127.7009,0.0,0.97,7.0,1
0,Aconet.graphml,17,Beacon Nodes,9.2139,132.7066,0.0,0.96,3.5,0
0,Aconet.graphml,17,Global Controller,9.0723,132.4732,0.0,0.94,3.5,0
0,Aconet.graphml,17,Simple Decomposition,9.6521,136.3527,0.0,0.96,3.5,0
0,Agis.graphml,25,PrioList,19.2667,168.5834,0.0,0.98,6.0,1
0,Agis.graphml,25,Super Trees,22.2455,97.5641,1.0,0.5,5.0,0
0,Agis.graphml,25,Beacon Nodes,20.3856,151.6361,0.0,0.94,6.0,1
0,Agis.graphml,25,Global Controller,22.2566,169.2452,0.0,0.9,6.0,1
0,Agis.graphml,25,Simple Decomposition,20.4822,192.5015,0.0,0.96,6.0,1
0,Airtel.graphml,9,PrioList,6.1388,127.0021,0.0,1.0,2.5,1
0,Airtel.graphml,9,Super Trees,6.5938,96.9788,0.0,0.88,2.5,0
0,Airtel.graphml,9,Beacon Nodes,7.6198,128.1569,0.0,0.99,2.5,1
0,Airtel.graphml,9,Global Controller,7.3809,125.2559,0.0,0.99,2.5,1
0,Airtel.graphml,9,Simple Decomposition,8.1498,125.9256,0.0,1.0,2.5,1
0,Amres.graphml,21,PrioList,3.0039,81.5337,0.0,0.54,9.0,0
0,Amres.graphml,21,Super Trees,4.3315,87.3379,0.0,0.55,9.0,0
0,Amres.graphml,21,Beacon Nodes,3.5593,81.4089,0.0,0.52,9.0,0
0,Amres.graphml,21,Global Controller,4.5154,98.3899,0.0,0.58,9.0,0
0,Amres.graphml,21,Simple Decomposition,2.4788,82.9102,0.0,0.59,9.0,0
0,Ans.graphml,18,PrioList,19.5566,196.4369,0.0,1.0,5.0,1
0,Ans.graphml,18,Super Trees,16.091,134.2219,0.0,0.9,11.0,1
0,Ans.graphml,18,Beacon Nodes,17.4096,156.8483,0.0,0.98,5.0,1
0,Ans.graphml,18,Global Controller,17.6501,151.8007,0.0,0.96,5.0,1
0,Ans.graphml,18,Simple Decomposition,17.857,168.3925,0.0,0.97,5.0,1
0,Arn.graphml,28,PrioList,2.2371,99.951,0.0,0.74,3.0,0
0,Arn.graphml,28,Super Trees,3.0942,106.4701,0.0,0.74,3.0,0
0,Arn.graphml,28,Beacon Nodes,2.5448,105.3009,0.0,0.74,3.0,0
0,Arn.graphml,28,Global Controller,3.4388,129.9822,0.0,0.74,3.0,0
0,Arn.graphml,28,Simple Decomposition,2.7927,132.641,0.0,0.83,3.0,0
0,Arnes.graphml,34,PrioList,66.2582,250.8408,0.0,0.97,17.0,2
0,Arnes.graphml,34,Super Trees,51.603,210.3291,0.0,0.78,14.0,1
0,Arnes.graphml,34,Beacon Nodes,52.0828,248.3146,0.0,0.96,17.0,2
0,Arnes.graphml,34,Global Controller,55.1101,234.587,0.0,0.96,17.0,2
0,Arnes.graphml,34,Simple Decomposition,102.7758,269.8904,0.0,0.96,17.0,2
0,Arpanet196912.graphml,4,PrioList,0.9939,123.1793,0.0,0.97,2.0,0
0,Arpanet196912.graphml,4,Super Trees,1.3569,73.0717,0.0,0.95,2.0,0
0,Arpanet196912.graphml,4,Beacon Nodes,1.1534,77.2798,0.0,0.96,2.0,0
0,Arpanet196912.graphml,4,Global Controller,1.1617,78.6209,0.0,0.98,2.0,0
0,Arpanet196912.graphml,4,Simple Decomposition,1.3304,80.0859,0.0,0.94,2.0,0
0,Arpanet19706.graphml,9,PrioList,1.9046,82.1878,0.0,0.84,2.5,0
0,Arpanet19706.graphml,9,Super Trees,2.3638,83.699,1.0,0.7,4.5,0
0,Arpanet19706.graphml,9,Beacon Nodes,2.852,96.1489,0.0,0.81,2.5,0
0,Arpanet19706.graphml,9,Global Controller,2.1009,100.2373,0.0,0.83,2.5,0
0,Arpanet19706.graphml,9,Simple Decomposition,1.9365,83.4791,0.0,0.79,2.5,0
0,Arpanet19719.graphml,17,PrioList,11.7625,125.7001,0.0,0.92,4.5,1
0,Arpanet19719.graphml,17,Super Trees,11.1937,149.0111,0.0,0.98,6.5,1
0,Arpanet19719.graphml,17,Beacon Nodes,11.536,191.8279,0.0,0.91,4.5,1
0,Arpanet19719.graphml,17,Global Controller,9.9457,149.2464,0.0,0.89,4.5,1
0,Arpanet19719.graphml,17,Simple Decomposition,9.4084,156.1305,0.0,0.93,4.5,1
0,Arpanet19723.graphml,23,PrioList,16.5383,156.9637,0.0,0.84,9.0,1
0,Arpanet19723.graphml,23,Super Trees,16.1101,158.0176,0.0,0.91,9.0,1
0,Arpanet19723.graphml,23,Beacon Nodes,15.6173,161.1067,0.0,0.9,9.0,1
0,Arpanet19723.graphml,23,Global Controller,17.3379,146.9508,0.0,0.79,9.0,1
0,Arpanet19723.graphml,23,Simple Decomposition,16.4566,157.875,0.0,0.98,9.0,1
0,Arpanet19728.graphml,27,PrioList,19.4308,176.905,0.0,0.88,13.0,1
0,Arpanet19728.graphml,27,Super Trees,18.4423,207.8,0.0,0.83,13.0,1
0,Arpanet19728.graphml,27,Beacon Nodes,17.9677,152.4983,0.0,0.75,13.0,1
0,Arpanet19728.graphml,27,Global Controller,19.5267,150.9689,0.0,0.74,13.0,1
0,Arpanet19728.graphml,27,Simple Decomposition,17.2256,152.2469,0.0,0.86,13.0,1
0,Atmnet.graphml,21,PrioList,10.0679,132.3307,0.0,0.83,11.0,1
0,Atmnet.graphml,21,Super Trees,13.0367,132.791,0.0,0.82,18.0,1
0,Atmnet.graphml,21,Beacon Nodes,11.7557,142.3164,0.0,0.74,11.0,1
0,Atmnet.graphml,21,Global Controller,14.5489,143.2104,0.0,0.7,11.0,1
0,Atmnet.graphml,21,Simple Decomposition,11.5698,187.224,0.0,0.81,11.0,1
0,AttMpls.graphml,25,PrioList,51.0507,275.7095,0.0,0.98,12.0,2
0,AttMpls.graphml,25,Super Trees,45.6598,203.3526,1.0,0.96,8.0,1
0,AttMpls.graphml,25,Beacon Nodes,55.6699,288.1133,0.0,1.0,12.0,2
0,AttMpls.graphml,25,Global Controller,55.5027,286.3166,0.0,1.0,12.0,2
0,AttMpls.graphml,25,Simple Decomposition,49.2526,319.7797,0.0,1.0,12.0,2
0,Bbnplanet.graphml,27,PrioList,2.1439,120.6391,0.0,0.7,5.0,0
0,Bbnplanet.graphml,27,Super Trees,3.9763,130.8553,0.0,0.68,6.0,0
0,Bbnplanet.graphml,27,Beacon Nodes,2.5879,128.3087,0.0,0.62,5.0,0
0,Bbnplanet.graphml,27,Global Controller,4.9126,136.8575,0.0,0.72,5.0,0
0,Bbnplanet.graphml,27,Simple Decomposition,2.1195,108.6045,0.0,0.65,5.0,0
0,Bellcanada.graphml,48,PrioList,59.5162,299.4615,1.0,0.89,15.0,1
0,Bellcanada.graphml,48,Super Trees,59.3222,297.6404,1.0,0.87,16.0,1
0,Bellcanada.graphml,48,Beacon Nodes,59.186,352.2228,1.0,0.92,15.0,1
0,Bellcanada.graphml,48,Global Controller,61.5668,306.3724,0.0,0.89,15.0,1
0,Bellcanada.graphml,48,Simple Decomposition,62.2714,302.9885,1.0,0.91,15.0,1
0,Bellsouth.graphml,49,PrioList,4.7438,173.1774,0.0,0.63,6.0,0
0,Bellsouth.graphml,49,Super Trees,8.7012,154.1804,1.0,0.59,7.0,0
0,Bellsouth.graphml,49,Beacon Nodes,4.9264,206.3334,0.0,0.68,6.0,0
0,Bellsouth.graphml,49,Global Controller,9.0004,165.3847,0.0,0.67,6.0,0
0,Bellsouth.graphml,49,Simple Decomposition,4.1432,160.7613,0.0,0.65,6.0,0
0,Belnet2003.graphml,17,PrioList,11.5457,170.7866,0.0,1.0,2.0,0
0,Belnet2003.graphml,17,Super Trees,12.8645,171.1384,0.0,0.99,3.0,1
0,Belnet2003.graphml,17,Beacon Nodes,10.8474,167.7576,0.0,0.99,2.0,0
0,Belnet2003.graphml,17,Global Controller,12.0364,178.5836,0.0,0.98,2.0,0
0,Belnet2003.graphml,17,Simple Decomposition,12.4668,163.1615,0.0,0.96,2.0,0
0,Belnet2004.graphml,17,PrioList,12.0479,210.0451,0.0,0.97,2.0,0
0,Belnet2004.graphml,17,Super Trees,10.8799,148.551,0.0,0.98,4.0,1
0,Belnet2004.graphml,17,Beacon Nodes,11.2104,160.8414,0.0,0.99,2.0,0
0,Belnet2004.graphml,17,Global Controller,13.48,172.284,0.0,0.96,2.0,0
0,Belnet2004.graphml,17,Simple Decomposition,10.2384,162.873,0.0,0.96,2.0,0
0,Belnet2005.graphml,17,PrioList,10.4373,179.4554,0.0,0.98,2.0,0
0,Belnet2005.graphml,17,Super Trees,11.936,168.0798,0.0,0.95,3.0,1
0,Belnet2005.graphml,17,Beacon Nodes,10.6879,156.994,0.0,1.0,2.0,0
0,Belnet2005.graphml,17,Global Controller,13.8381,228.3146,0.0,0.98,2.0,0
0,Belnet2005.graphml,17,Simple Decomposition,11.321,161.4256,0.0,0.99,2.0,0
0,Belnet2006.graphml,17,PrioList,29.0773,191.9357,0.0,0.99,2.0,0
0,Belnet2006.graphml,17,Super Trees,27.5092,179.0884,0.0,0.99,2.0,0
0,Belnet2006.graphml,17,Beacon Nodes,30.5545,193.8363,0.0,1.0,2.0,0
0,Belnet2006.graphml,17,Global Controller,27.4925,192.1242,0.0,0.99,2.0,0
0,Belnet2006.graphml,17,Simple Decomposition,27.5602,173.8671,0.0,1.0,2.0,0
0,Belnet2007.graphml,21,PrioList,18.9172,204.5421,0.0,0.95,8.0,1
0,Belnet2007.graphml,21,Super Trees,13.5064,146.814,0.0,0.96,16.0,1
0,Belnet2007.graphml,21,Beacon Nodes,13.2561,143.6152,0.0,0.91,8.0,1
0,Belnet2007.graphml,21,Global Controller,14.6827,154.4368,0.0,0.89,8.0,1
0,Belnet2007.graphml,21,Simple Decomposition,13.2675,206.2926,0.0,0.93,8.0,1
0,Belnet2008.graphml,21,PrioList,14.7846,140.7921,0.0,0.78,10.0,1
0,Belnet2008.graphml,21,Super Trees,13.3223,142.4987,0.0,0.83,10.0,1
0,Belnet2008.graphml,21,Beacon Nodes,15.1882,149.5962,0.0,0.86,10.0,1
0,Belnet2008.graphml,21,Global Controller,13.0702,142.7314,0.0,0.84,10.0,1
0,Belnet2008.graphml,21,Simple Decomposition,11.9427,187.5683,0.0,0.89,10.0,1
0,Belnet2009.graphml,21,PrioList,14.8069,154.3706,0.0,0.9,5.5,0
0,Belnet2009.graphml,21,Super Trees,14.8971,130.4968,0.0,0.94,10.0,1
0,Belnet2009.graphml,21,Beacon Nodes,12.2645,129.2815,0.0,0.86,5.5,0
0,Belnet2009.graphml,21,Global Controller,14.1747,121.11,0.0,0.81,5.5,0
0,Belnet2009.graphml,21,Simple Decomposition,15.1634,132.1463,0.0,0.94,5.5,0
0,Belnet2010.graphml,19,PrioList,9.7337,127.4903,0.0,0.8,9.0,1
0,Belnet2010.graphml,19,Super Trees,9.116,75.109,0.0,0.41,11.0,0
0,Belnet2010.graphml,19,Beacon Nodes,7.9298,124.5312,0.0,0.81,9.0,1
0,Belnet2010.graphml,19,Global Controller,10.8245,117.8608,0.0,0.75,9.0,1
0,Belnet2010.graphml,19,Simple Decomposition,9.4285,173.3134,0.0,0.87,9.0,1
0,BeyondTheNetwork.graphml,29,PrioList,45.2078,212.0948,0.0,0.98,15.0,2
0,BeyondTheNetwork.graphml,29,Super Trees,45.6487,234.772,0.0,0.99,10.0,2
0,BeyondTheNetwork.graphml,29,Beacon Nodes,46.1647,221.7606,0.0,0.94,15.0,2
0,BeyondTheNetwork.graphml,29,Global Controller,46.2763,232.2371,0.0,0.94,15.0,2
0,BeyondTheNetwork.graphml,29,Simple Decomposition,45.3626,222.1242,0.0,0.99,15.0,2
0,Bics.graphml,33,PrioList,58.8552,311.7792,0.0,0.97,8.0,2
0,Bics.graphml,33,Super Trees,53.113,200.632,1.0,0.81,15.0,1
0,Bics.graphml,33,Beacon Nodes,61.6667,276.2309,0.0,0.95,8.0,2
0,Bics.graphml,33,Global Controller,59.3942,249.1522,0.0,0.9,8.0,2
0,Bics.graphml,33,Simple Decomposition,54.5813,261.2584,0.0,0.96,8.0,2
0,Biznet.graphml,28,PrioList,24.0932,217.7061,0.0,0.86,8.0,1
0,Biznet.graphml,28,Super Trees,23.739,167.9816,0.0,0.87,8.0,1
0,Biznet.graphml,28,Beacon Nodes,21.0188,168.0575,0.0,0.86,8.0,1
0,Biznet.graphml,28,Global Controller,26.5362,159.7376,0.0,0.82,8.0,1
0,Biznet.graphml,28,Simple Decomposition,23.3771,178.4991,0.0,0.91,8.0,1
0,BsonetEurope.graphml,14,PrioList,7.6706,132.3731,0.0,0.95,5.0,1
0,BsonetEurope.graphml,14,Super Trees,7.4843,125.4177,0.0,0.93,8.0,1
0,BsonetEurope.graphml,14,Beacon Nodes,8.7191,148.0577,0.0,0.95,5.0,1
0,BsonetEurope.graphml,14,Global Controller,6.9045,182.5401,0.0,0.93,5.0,1
0,BsonetEurope.graphml,14,Simple Decomposition,7.6215,132.5447,0.0,0.92,5.0,1
0,BtAsiaPac.graphml,15,PrioList,15.3217,145.1068,0.0,0.96,5.0,2
0,BtAsiaPac.graphml,15,Super Trees,16.2377,96.9063,0.0,0.58,4.0,0
0,BtAsiaPac.graphml,15,Beacon Nodes,12.7772,143.9113,0.0,0.92,5.0,2
0,BtAsiaPac.graphml,15,Global Controller,17.0342,145.7124,0.0,0.91,5.0,2
0,BtAsiaPac.graphml,15,Simple Decomposition,16.1831,173.3258,0.0,0.93,5.0,2
0,BtNorthAmerica.graphml,33,PrioList,43.4129,261.24,0.0,0.99,7.0,1
0,BtNorthAmerica.graphml,33,Super Trees,41.937,248.2851,0.0,0.96,11.0,1
0,BtNorthAmerica.graphml,33,Beacon Nodes,81.9377,298.2805,0.0,0.96,7.0,1
0,BtNorthAmerica.graphml,33,Global Controller,45.0592,260.8349,0.0,0.96,7.0,1
0,BtNorthAmerica.graphml,33,Simple Decomposition,43.9171,252.3938,0.0,0.99,7.0,1
0,Canerie.graphml,24,PrioList,17.4813,196.2182,0.0,0.92,9.0,1
0,Canerie.graphml,24,Super Trees,18.6125,195.5449,0.0,0.93,8.0,1
0,Canerie.graphml,24,Beacon Nodes,19.6647,245.6124,0.0,0.95,9.0,1
0,Canerie.graphml,24,Global Controller,20.5134,164.8421,0.0,0.92,9.0,1
0,Canerie.graphml,24,Simple Decomposition,20.2973,175.8005,0.0,0.97,9.0,1
0,Carnet.graphml,41,PrioList,3.08,128.4141,0.0,0.65,5.0,0
0,Carnet.graphml,41,Super Trees,5.8184,140.5494,0.0,0.64,5.0,0
0,Carnet.graphml,41,Beacon Nodes,3.4436,157.1806,0.0,0.72,5.0,0
0,Carnet.graphml,41,Global Controller,6.4347,133.8034,0.0,0.64,5.0,0
0,Carnet.graphml,41,Simple Decomposition,3.7659,154.5059,0.0,0.78,5.0,0
0,Cernet.graphml,36,PrioList,48.1988,337.7014,0.0,0.96,7.0,1
0,Cernet.graphml,36,Super Trees,42.1405,214.1814,0.0,0.95,8.0,1
0,Cernet.graphml,36,Beacon Nodes,45.4261,225.3995,0.0,0.94,7.0,1
0,Cernet.graphml,36,Global Controller,49.8506,233.2912,0.0,0.96,7.0,1
0,Cernet.graphml,36,Simple Decomposition,43.953,219.5242,0.0,0.96,7.0,1
0,Cesnet1993.graphml,9,PrioList,1.1971,88.5286,0.0,0.82,3.0,0
0,Cesnet1993.graphml,9,Super Trees,1.4116,131.1875,0.0,0.81,3.0,0
0,Cesnet1993.graphml,9,Beacon Nodes,1.3372,71.1864,0.0,0.67,3.0,0
0,Cesnet1993.graphml,9,Global Controller,1.3417,74.3221,0.0,0.8,3.0,0
0,Cesnet1993.graphml,9,Simple Decomposition,1.0915,90.6645,0.0,0.85,3.0,0
0,Cesnet1999.graphml,11,PrioList,1.0443,94.8532,0.0,0.82,3.0,0
0,Cesnet1999.graphml,11,Super Trees,2.0182,90.9008,0.0,0.87,3.0,0
0,Cesnet1999.graphml,11,Beacon Nodes,1.1352,98.5751,0.0,0.82,3.0,0
0,Cesnet1999.graphml,11,Global Controller,1.4492,91.6944,0.0,0.78,3.0,0
0,Cesnet1999.graphml,11,Simple Decomposition,1.4681,81.9607,0.0,0.81,3.0,0
0,Cesnet2001.graphml,20,PrioList,2.1682,94.9903,0.0,0.79,4.0,0
0,Cesnet2001.graphml,20,Super Trees,3.9953,89.6431,0.0,0.67,6.0,0
0,Cesnet2001.graphml,20,Beacon Nodes,3.0316,89.8659,0.0,0.76,4.0,0
0,Cesnet2001.graphml,20,Global Controller,2.9704,91.7761,0.0,0.66,4.0,0
0,Cesnet2001.graphml,20,Simple Decomposition,3.1921,101.0203,0.0,0.76,4.0,0
0,Cesnet200304.graphml,26,PrioList,2.1611,102.5008,0.0,0.64,6.0,0
0,Cesnet200304.graphml,26,Super Trees,40.7947,148.5157,0.0,0.62,6.0,0
0,Cesnet200304.graphml,26,Beacon Nodes,2.5625,100.7028,0.0,0.59,6.0,0
0,Cesnet200304.graphml,26,Global Controller,4.0818,112.4246,0.0,0.61,6.0,0
0,Cesnet200304.graphml,26,Simple Decomposition,2.3828,108.4285,0.0,0.64,6.0,0
0,Cesnet200511.graphml,34,PrioList,27.3672,186.4482,0.0,0.91,6.0,1
0,Cesnet200511.graphml,34,Super Trees,26.4839,169.914,0.0,0.81,6.0,1
0,Cesnet200511.graphml,34,Beacon Nodes,24.5508,198.6213,0.0,0.88,6.0,1
0,Cesnet200511.graphml,34,Global Controller,27.5019,183.6115,0.0,0.89,6.0,1
0,Cesnet200511.graphml,34,Simple Decomposition,25.1324,224.0547,0.0,0.91,6.0,1
0,Cesnet200603.graphml,34,PrioList,4.8656,130.7985,0.0,0.7,6.0,0
0,Cesnet200603.graphml,34,Super Trees,5.6465,133.0738,0.0,0.75,7.0,0
0,Cesnet200603.graphml,34,Beacon Nodes,4.6703,122.5804,0.0,0.69,6.0,0
0,Cesnet200603.graphml,34,Global Controller,7.7983,131.6206,0.0,0.75,6.0,0
0,Cesnet200603.graphml,34,Simple Decomposition,4.331,121.6991,0.0,0.73,6.0,0
0,Cesnet200706.graphml,38,PrioList,2.9863,134.291,0.0,0.78,4.0,0
0,Cesnet200706.graphml,38,Super Trees,5.632,153.9287,0.0,0.79,5.0,0
0,Cesnet200706.graphml,38,Beacon Nodes,4.0857,146.3144,0.0,0.75,4.0,0
0,Cesnet200706.graphml,38,Global Controller,5.5138,133.0573,0.0,0.75,4.0,0
0,Cesnet200706.graphml,38,Simple Decomposition,3.187,182.6234,0.0,0.67,4.0,0
0,Cesnet201006.graphml,45,PrioList,96.2891,314.1351,0.0,0.93,8.0,1
0,Cesnet201006.graphml,45,Super Trees,93.3997,317.7054,0.0,0.97,10.0,2
0,Cesnet201006.graphml,45,Beacon Nodes,100.0446,305.6171,0.0,0.91,8.0,1
0,Cesnet201006.graphml,45,Global Controller,101.7982,334.0259,0.0,0.94,8.0,1
0,Cesnet201006.graphml,45,Simple Decomposition,120.0306,327.8455,0.0,0.88,8.0,1
0,Chinanet.graphml,38,PrioList,93.0855,302.3478,0.0,0.95,2.5,1
0,Chinanet.graphml,38,Super Trees,91.7694,303.9808,0.0,0.96,6.0,2
0,Chinanet.graphml,38,Beacon Nodes,102.3056,332.1168,0.0,0.91,2.5,1
0,Chinanet.graphml,38,Global Controller,97.2889,370.1373,0.0,0.95,2.5,1
0,Chinanet.graphml,38,Simple Decomposition,148.0831,347.8118,0.0,0.93,2.5,1
0,Claranet.graphml,15,PrioList,8.7678,117.8926,1.0,0.88,4.5,0
0,Claranet.graphml,15,Super Trees,7.8289,127.8204,1.0,0.96,4.5,0
0,Claranet.graphml,15,Beacon Nodes,9.0687,139.2632,0.0,0.88,4.5,0
0,Claranet.graphml,15,Global Controller,7.7953,140.7155,0.0,0.94,4.5,0
0,Claranet.graphml,15,Simple Decomposition,9.1236,125.0445,0.0,0.95,4.5,0
0,Compuserve.graphml,11,PrioList,5.2361,115.3074,0.0,0.94,8.0,1
0,Compuserve.graphml,11,Super Trees,4.6215,173.3011,0.0,0.99,8.0,1
0,Compuserve.graphml,11,Beacon Nodes,5.359,105.5258,0.0,0.97,8.0,1
0,Compuserve.graphml,11,Global Controller,4.8942,101.2241,1.0,0.91,8.0,1
0,Compuserve.graphml,11,Simple Decomposition,5.0743,98.4689,0.0,0.97,8.0,1
0,CrlNetworkServices.graphml,33,PrioList,28.0011,157.4545,0.0,0.89,13.0,1
0,CrlNetworkServices.graphml,33,Super Trees,30.78,164.8754,0.0,0.95,15.0,1
0,CrlNetworkServices.graphml,33,Beacon Nodes,29.2017,175.8581,0.0,0.88,13.0,1
0,CrlNetworkServices.graphml,33,Global Controller,28.4033,161.3512,0.0,0.77,13.0,1
0,CrlNetworkServices.graphml,33,Simple Decomposition,27.9484,162.9879,0.0,0.92,13.0,1
0,Cwix.graphml,23,PrioList,2.4551,90.0138,0.0,0.64,6.0,0
0,Cwix.graphml,23,Super Trees,3.6259,134.5815,0.0,0.58,10.0,0
0,Cwix.graphml,23,Beacon Nodes,2.3962,89.0539,0.0,0.67,6.0,0
0,Cwix.graphml,23,Global Controller,4.7858,88.1177,0.0,0.69,6.0,0
0,Cwix.graphml,23,Simple Decomposition,2.7709,89.6648,0.0,0.67,6.0,0
0,Darkstrand.graphml,28,PrioList,24.8324,144.1619,0.0,0.91,19.0,1
0,Darkstrand.graphml,28,Super Trees,20.8163,141.6809,0.0,0.91,21.0,1
0,Darkstrand.graphml,28,Beacon Nodes,24.5188,152.6533,0.0,0.89,19.0,1
0,Darkstrand.graphml,28,Global Controller,24.0148,138.6845,0.0,0.73,19.0,1
0,Darkstrand.graphml,28,Simple Decomposition,24.049,140.1037,0.0,0.85,19.0,1
0,Dataxchange.graphml,6,PrioList,4.7153,85.4044,0.0,0.97,2.0,0
0,Dataxchange.graphml,6,Super Trees,3.2397,74.653,0.0,0.84,2.0,1
0,Dataxchange.graphml,6,Beacon Nodes,4.4048,87.2427,0.0,0.98,2.0,0
0,Dataxchange.graphml,6,Global Controller,5.707,132.3487,0.0,0.99,2.0,0
0,Dataxchange.graphml,6,Simple Decomposition,3.2306,91.4252,0.0,0.98,2.0,0
0,Dfn.graphml,51,PrioList,147.2429,388.8201,0.0,0.99,16.0,2
0,Dfn.graphml,51,Super Trees,149.4682,392.1107,1.0,1.0,12.0,2
0,Dfn.graphml,51,Beacon Nodes,154.0525,459.0611,0.0,0.98,16.0,2
0,Dfn.graphml,51,Global Controller,160.4392,448.7585,0.0,0.98,16.0,2
0,Dfn.graphml,51,Simple Decomposition,152.2564,418.5193,0.0,0.98,16.0,2
0,Digex.graphml,31,PrioList,24.4782,168.4233,0.0,0.86,13.0,1
0,Digex.graphml,31,Super Trees,26.9186,220.4012,1.0,0.84,14.0,1
0,Digex.graphml,31,Beacon Nodes,25.9935,169.9703,0.0,0.68,13.0,1
0,Digex.graphml,31,Global Controller,30.1992,179.1299,0.0,0.74,13.0,1
0,Digex.graphml,31,Simple Decomposition,26.4841,201.8368,1.0,0.94,13.0,1
0,Eenet.graphml,12,PrioList,1.2319,104.6246,0.0,0.76,5.0,0
0,Eenet.graphml,12,Super Trees,2.084,100.1077,0.0,0.75,5.0,0
0,Eenet.graphml,12,Beacon Nodes,2.9169,91.621,0.0,0.79,5.0,0
0,Eenet.graphml,12,Global Controller,1.5217,92.7583,0.0,0.75,5.0,0
0,Eenet.graphml,12,Simple Decomposition,1.3347,88.3222,0.0,0.84,5.0,0
0,EliBackbone.graphml,20,PrioList,16.6832,156.8804,0.0,0.96,9.0,1
0,EliBackbone.graphml,20,Super Trees,13.411,207.4316,0.0,0.97,9.0,1
0,EliBackbone.graphml,20,Beacon Nodes,13.5374,154.2395,0.0,0.97,9.0,1
0,EliBackbone.graphml,20,Global Controller,15.3617,156.409,0.0,0.97,9.0,1
0,EliBackbone.graphml,20,Simple Decomposition,16.4212,140.5315,0.0,0.97,9.0,1
0,Epoch.graphml,6,PrioList,1.8543,86.3078,0.0,0.97,3.0,0
0,Epoch.graphml,6,Super Trees,2.3901,88.8274,0.0,0.94,3.0,0
0,Epoch.graphml,6,Beacon Nodes,2.242,87.0577,0.0,0.99,3.0,0
0,Epoch.graphml,6,Global Controller,3.2999,105.5894,0.0,1.0,3.0,0
0,Epoch.graphml,6,Simple Decomposition,2.4433,88.8616,0.0,0.98,3.0,0
0,Ernet.graphml,16,PrioList,7.5042,115.3438,0.0,0.87,4.0,1
0,Ernet.graphml,16,Super Trees,7.6333,115.4206,0.0,0.89,6.0,1
0,Ernet.graphml,16,Beacon Nodes,7.4992,113.2535,0.0,0.86,4.0,1
0,Ernet.graphml,16,Global Controller,9.6643,115.5786,0.0,0.76,4.0,1
0,Ernet.graphml,16,Simple Decomposition,7.1418,177.6505,0.0,0.93,4.0,1
0,Evolink.graphml,32,PrioList,23.2739,189.2507,0.0,0.87,15.0,1
0,Evolink.graphml,32,Super Trees,26.1189,157.1321,0.0,0.84,12.0,1
0,Evolink.graphml,32,Beacon Nodes,25.2408,169.3777,0.0,0.84,15.0,1
0,Evolink.graphml,32,Global Controller,25.3297,167.0297,0.0,0.93,15.0,1
0,Evolink.graphml,32,Simple Decomposition,24.8431,165.0323,0.0,0.91,15.0,1
0,Fccn.graphml,23,PrioList,2.7712,97.6152,0.0,0.74,5.0,0
0,Fccn.graphml,23,Super Trees,3.3602,96.3346,1.0,0.7,6.0,0
0,Fccn.graphml,23,Beacon Nodes,2.6656,104.1074,0.0,0.73,5.0,0
0,Fccn.graphml,23,Global Controller,3.8421,104.7115,0.0,0.74,5.0,0
0,Fccn.graphml,23,Simple Decomposition,2.2026,163.8288,0.0,0.64,5.0,0
0,Forthnet.graphml,60,PrioList,4.9492,160.0726,0.0,0.81,5.0,0
0,Forthnet.graphml,60,Super Trees,7.4482,175.1543,0.0,0.81,5.0,0
0,Forthnet.graphml,60,Beacon Nodes,5.1824,174.8669,0.0,0.83,5.0,0
0,Forthnet.graphml,60,Global Controller,9.2771,169.8982,0.0,0.81,5.0,0
0,Forthnet.graphml,60,Simple Decomposition,5.055,177.1137,0.0,0.74,5.0,0
0,Funet.graphml,24,PrioList,16.1412,140.9171,0.0,0.87,14.0,1
0,Funet.graphml,24,Super Trees,16.0971,132.2274,0.0,0.85,9.5,0
0,Funet.graphml,24,Beacon Nodes,16.6496,184.9919,0.0,0.86,14.0,1
