graph,num_nodes,algorithm,runtime,total_run_runtime,success_rate,median_stretch,avg_depth
Garr199901.graphml,16,Simple Decomposition,4.9315,19.82,0.0722,0.0,0.4423
Garr199901.graphml,16,Super Trees,4.4546,24.7878,0.2272,0.2823,0.8609
Garr199904.graphml,16,Beacon Nodes,5.2174,20.7624,0.0773,0.0,0.4149
Garr199904.graphml,16,Global Controller,4.9969,21.8607,0.0627,0.0,0.4149
Garr199904.graphml,16,PrioList,5.0407,14.9639,0.072,0.0,0.4149
Garr199904.graphml,16,Simple Decomposition,5.2832,21.4643,0.0744,0.0,0.4149
Garr199904.graphml,16,Super Trees,4.678,20.26,0.2099,0.351,1.0624
Garr199905.graphml,16,Beacon Nodes,5.5375,22.5208,0.0765,0.0,0.4423
Garr199905.graphml,16,Global Controller,5.0868,18.3092,0.0704,0.0,0.4423
Garr199905.graphml,16,PrioList,5.4043,17.2672,0.086,0.0,0.4423
Garr199905.graphml,16,Simple Decomposition,5.054,19.6824,0.0839,0.0,0.4423
Garr199905.graphml,16,Super Trees,4.3674,19.6515,0.2319,0.3895,0.9768
Garr200109.graphml,16,Beacon Nodes,4.8546,18.0532,0.0717,0.0,0.4149
Garr200109.graphml,16,Global Controller,4.9238,20.3204,0.0705,0.0,0.4149
Garr200109.graphml,16,PrioList,9.6035,22.2131,0.0747,0.0,0.4149
Garr200109.graphml,16,Simple Decomposition,5.2686,15.9467,0.0708,0.0,0.4149
Garr200109.graphml,16,Super Trees,4.9516,18.3912,0.2167,0.417,0.9528
Garr200112.graphml,18,Beacon Nodes,6.2,21.1353,0.0658,0.0,0.4149
Garr200112.graphml,18,Global Controller,6.1732,19.9578,0.0709,0.0,0.4149
Garr200112.graphml,18,PrioList,6.1841,16.09,0.0748,0.0,0.4149
Garr200112.graphml,18,Simple Decomposition,6.0509,25.8708,0.0776,0.0,0.4149
Garr200112.graphml,18,Super Trees,5.5231,23.2916,0.2166,0.3555,1.1569
Garr200212.graphml,18,Beacon Nodes,4.4823,13.4064,0.0611,0.0,0.7068
Garr200212.graphml,18,Global Controller,4.1471,19.2348,0.0731,0.0,0.7068
Garr200212.graphml,18,PrioList,4.3626,17.5352,0.0767,0.0,0.7068
Garr200212.graphml,18,Simple Decomposition,4.177,17.3751,0.0614,0.0,0.7068
Garr200212.graphml,18,Super Trees,4.4273,27.6618,0.2193,0.2041,1.2682
Garr200404.graphml,16,Beacon Nodes,7.5983,21.0518,0.0765,0.0,0.3807
Garr200404.graphml,16,Global Controller,4.5638,20.49,0.0836,0.0,0.3807
Garr200404.graphml,16,PrioList,4.6157,16.2763,0.0756,0.0,0.3807
Garr200404.graphml,16,Simple Decomposition,4.7324,20.0279,0.0715,0.0,0.3807
Garr200404.graphml,16,Super Trees,4.1858,14.0151,0.1948,0.3878,0.9079
Garr200902.graphml,42,Beacon Nodes,40.884,70.8666,0.1281,0.0,1.7661
Garr200902.graphml,42,Global Controller,39.1383,63.6934,0.1332,0.0,1.7661
Garr200902.graphml,42,PrioList,39.7344,69.9151,0.1501,0.0,1.7661
Garr200902.graphml,42,Simple Decomposition,35.2985,69.8116,0.1382,0.0,1.7661
Garr200902.graphml,42,Super Trees,37.2856,65.5993,0.2358,0.5882,2.0482
Garr200908.graphml,42,Beacon Nodes,37.3088,68.4844,0.138,0.0,1.3507
Garr200908.graphml,42,Global Controller,37.4795,64.6935,0.1409,0.0,1.3507
Garr200908.graphml,42,PrioList,40.2584,70.0858,0.1169,0.2041,1.3507
Garr200908.graphml,42,Simple Decomposition,35.5456,61.9503,0.1244,0.2041,1.3507
Garr200908.graphml,42,Super Trees,32.6453,55.4959,0.2219,0.6757,2.4657
Garr200909.graphml,42,Beacon Nodes,37.3293,71.0014,0.1381,0.0,1.8266
Garr200909.graphml,42,Global Controller,38.9809,69.7414,0.1228,0.0,1.8266
Garr200909.graphml,42,PrioList,36.2625,68.1994,0.1376,0.0,1.8266
Garr200909.graphml,42,Simple Decomposition,35.974,65.0203,0.1419,0.0,1.8266
Garr200909.graphml,42,Super Trees,33.0474,49.3582,0.2301,0.5316,2.2553
Garr200912.graphml,42,Beacon Nodes,31.6151,61.3479,0.1488,0.0,1.4289
Garr200912.graphml,42,Global Controller,34.1489,66.914,0.1421,0.2041,1.4289
Garr200912.graphml,42,PrioList,30.6983,59.8166,0.137,0.0,1.4289
Garr200912.graphml,42,Simple Decomposition,38.6844,69.4192,0.1617,0.0,1.4289
Garr200912.graphml,42,Super Trees,29.6536,59.5914,0.1791,0.6757,1.6217
Garr201001.graphml,42,Beacon Nodes,34.3526,68.3154,0.1523,0.2041,1.6049
Garr201001.graphml,42,Global Controller,35.4043,72.8135,0.1495,0.2041,1.6049
Garr201001.graphml,42,PrioList,39.3173,80.3366,0.1452,0.0,1.6049
Garr201001.graphml,42,Simple Decomposition,35.7405,64.669,0.1398,0.0,1.6049
Garr201001.graphml,42,Super Trees,33.3876,55.2153,0.2243,0.833,2.1832
Garr201003.graphml,42,Beacon Nodes,28.3313,62.3836,0.1538,0.2041,1.503
Garr201003.graphml,42,Global Controller,29.1747,56.8651,0.1254,0.2823,1.503
Garr201003.graphml,42,PrioList,28.6498,58.5737,0.1319,0.0,1.503
Garr201003.graphml,42,Simple Decomposition,31.6925,58.8653,0.1432,0.0,1.503
Garr201003.graphml,42,Super Trees,30.9604,61.5049,0.1763,0.4149,1.9024
Garr201004.graphml,42,Beacon Nodes,31.1608,62.3832,0.129,0.0,1.3746
Garr201004.graphml,42,Global Controller,37.3644,65.1995,0.1488,0.0,1.3746
Garr201004.graphml,42,PrioList,29.8444,55.7053,0.1348,0.0,1.3746
Garr201004.graphml,42,Simple Decomposition,37.7049,68.4732,0.1417,0.0,1.3746
Garr201004.graphml,42,Super Trees,33.7694,53.1064,0.283,0.6197,2.7326
Garr201005.graphml,43,Beacon Nodes,39.7897,68.7929,0.1353,0.0,1.6011
Garr201005.graphml,43,Global Controller,42.5935,73.1661,0.1527,0.0,1.6011
Garr201005.graphml,43,PrioList,42.49,76.9008,0.1455,0.0,1.6011
Garr201005.graphml,43,Simple Decomposition,44.8295,76.9097,0.1376,0.0,1.6011
Garr201005.graphml,43,Super Trees,40.8677,58.6001,0.1905,0.6594,2.134
Garr201007.graphml,43,Beacon Nodes,37.3057,77.4318,0.1779,0.0,1.6545
Garr201007.graphml,43,Global Controller,35.9355,72.6665,0.1796,0.0,1.6545
Garr201007.graphml,43,PrioList,37.607,69.2647,0.1383,0.0,1.6545
Garr201007.graphml,43,Simple Decomposition,42.0341,79.6321,0.1467,0.0,1.6545
Garr201007.graphml,43,Super Trees,34.7336,57.7704,0.1952,0.3807,2.0161
Garr201008.graphml,43,Beacon Nodes,37.6213,65.4752,0.1319,0.0,1.6632
Garr201008.graphml,43,Global Controller,37.5597,80.2129,0.1444,0.0,1.6632
Garr201008.graphml,43,PrioList,31.2917,57.7702,0.135,0.0,1.6632
Garr201008.graphml,43,Simple Decomposition,31.622,58.6181,0.1358,0.0,1.6632
Garr201008.graphml,43,Super Trees,35.0052,58.4103,0.2407,0.8242,1.9927
Garr201010.graphml,44,Beacon Nodes,34.0673,65.811,0.1335,0.0,1.4059
Garr201010.graphml,44,Global Controller,35.5897,70.1522,0.135,0.0,1.4059
Garr201010.graphml,44,PrioList,34.8018,59.9843,0.135,0.0,1.4059
Garr201010.graphml,44,Simple Decomposition,35.2264,61.8603,0.1347,0.0,1.4059
Garr201010.graphml,44,Super Trees,34.1884,62.7276,0.1863,0.55,2.2132
Garr201012.graphml,44,Beacon Nodes,36.0672,76.4323,0.1581,0.0,1.6659
Garr201012.graphml,44,Global Controller,39.3868,67.127,0.1392,0.0,1.6659
Garr201012.graphml,44,PrioList,40.4238,66.0073,0.1348,0.0,1.6659
Garr201012.graphml,44,Simple Decomposition,35.5936,67.0226,0.1309,0.0,1.6659
Garr201012.graphml,44,Super Trees,44.1429,64.9085,0.2817,0.7369,2.4657
Garr201101.graphml,44,Beacon Nodes,41.8015,75.5643,0.1291,0.0,1.6485
Garr201101.graphml,44,Global Controller,40.8181,76.7892,0.1345,0.2041,1.6485
Garr201101.graphml,44,PrioList,40.0317,81.3465,0.1328,0.0,1.6485
Garr201101.graphml,44,Simple Decomposition,42.5865,80.0865,0.1327,0.0,1.6485
Garr201101.graphml,44,Super Trees,44.1653,63.4734,0.2565,0.55,2.1263
Garr201102.graphml,45,Beacon Nodes,43.7897,80.7969,0.129,0.0,1.1916
Garr201102.graphml,45,Global Controller,39.4699,78.8804,0.1476,0.0,1.1916
Garr201102.graphml,45,PrioList,38.3363,74.7731,0.1329,0.0,1.1916
Garr201102.graphml,45,Simple Decomposition,43.6862,77.8567,0.1351,0.0,1.1916
Garr201102.graphml,45,Super Trees,40.323,63.7927,0.2258,0.7649,2.7576
Garr201103.graphml,46,Beacon Nodes,42.2001,73.7813,0.1328,0.0,1.2504
Garr201103.graphml,46,Global Controller,31.958,75.6788,0.1506,0.0,1.2504
Garr201103.graphml,46,PrioList,31.0287,55.9088,0.1268,0.0,1.2504
Garr201103.graphml,46,Simple Decomposition,41.2086,69.2169,0.1504,0.0,1.2504
Garr201103.graphml,46,Super Trees,39.3699,68.2508,0.1739,0.7119,1.8292
Garr201104.graphml,47,Beacon Nodes,45.4905,74.2268,0.176,0.0,1.5357
Garr201104.graphml,47,Global Controller,42.6138,74.487,0.19,0.0,1.5357
Garr201104.graphml,47,PrioList,45.3663,88.399,0.1252,0.0,1.5357
Garr201104.graphml,47,Simple Decomposition,41.9709,86.2123,0.1279,0.0,1.5357
Garr201104.graphml,47,Super Trees,48.8601,63.8078,0.184,0.6338,2.2506
Garr201105.graphml,47,Beacon Nodes,31.1031,66.8223,0.1476,0.0,1.2394
Garr201105.graphml,47,Global Controller,33.3988,76.5467,0.1316,0.0,1.2394
Garr201105.graphml,47,PrioList,30.8989,66.7798,0.1297,0.0,1.2394
Garr201105.graphml,47,Simple Decomposition,30.7503,63.8911,0.14,0.0,1.2394
Garr201105.graphml,47,Super Trees,29.6105,69.6098,0.2228,0.417,1.7151
Garr201107.graphml,47,Beacon Nodes,35.8477,65.0079,0.1338,0.0,1.0916
Garr201107.graphml,47,Global Controller,32.78,59.2847,0.1322,0.0,1.0916
Garr201107.graphml,47,PrioList,36.4578,66.2503,0.1387,0.0,1.0916
Garr201107.graphml,47,Simple Decomposition,35.1037,57.3813,0.1323,0.0,1.0916
Garr201107.graphml,47,Super Trees,35.3313,74.8042,0.1754,0.637,1.7611
Garr201108.graphml,47,Beacon Nodes,40.6221,69.8232,0.1341,0.0,0.9168
Garr201108.graphml,47,Global Controller,37.3944,63.1045,0.1332,0.0,0.9168
Garr201108.graphml,47,PrioList,40.8579,81.5913,0.1573,0.0,0.9168
Garr201108.graphml,47,Simple Decomposition,37.8778,84.0942,0.1421,0.0,0.9168
Garr201108.graphml,47,Super Trees,36.929,62.7162,0.2172,0.5985,1.8396
Garr201109.graphml,47,Beacon Nodes,42.1888,88.0705,0.1439,0.0,1.274
Garr201109.graphml,47,Global Controller,45.2685,83.941,0.1449,0.0,1.274
Garr201109.graphml,47,PrioList,39.6034,73.5287,0.1445,0.0,1.274
Garr201109.graphml,47,Simple Decomposition,39.5007,76.1161,0.1446,0.0,1.274
Garr201109.graphml,47,Super Trees,45.5886,69.1464,0.2396,0.55,2.3941
Garr201110.graphml,47,Beacon Nodes,43.1066,89.1092,0.1406,0.0,1.1976
Garr201110.graphml,47,Global Controller,40.8906,75.6853,0.1683,0.2041,1.1976
Garr201110.graphml,47,PrioList,43.108,81.5985,0.1418,0.0,1.1976
Garr201110.graphml,47,Simple Decomposition,43.4144,86.5705,0.1339,0.0,1.1976
Garr201110.graphml,47,Super Trees,43.1506,75.3662,0.2047,0.8847,2.2449
Garr201111.graphml,47,Beacon Nodes,35.1074,61.1125,0.1318,0.0,1.4293
Garr201111.graphml,47,Global Controller,37.7457,59.7703,0.11,0.2041,1.4293
Garr201111.graphml,47,PrioList,47.6661,71.8895,0.1222,0.0,1.4293
Garr201111.graphml,47,Simple Decomposition,36.7132,65.3921,0.1369,0.0,1.4293
Garr201111.graphml,47,Super Trees,37.5569,59.9597,0.2105,0.6539,2.099
Garr201112.graphml,48,Beacon Nodes,35.6862,73.881,0.1472,0.2041,1.5228
Garr201112.graphml,48,Global Controller,34.8718,75.3604,0.1244,0.2823,1.5228
Garr201112.graphml,48,PrioList,37.7365,65.3605,0.1281,0.0,1.5228
Garr201112.graphml,48,Simple Decomposition,33.6312,64.1849,0.1403,0.0,1.5228
Garr201112.graphml,48,Super Trees,36.4896,56.2892,0.1819,1.0521,1.744
Garr201201.graphml,48,Beacon Nodes,37.0527,68.6797,0.1394,0.0,1.6876
Garr201201.graphml,48,Global Controller,36.8024,65.6472,0.1363,0.0,1.6876
Garr201201.graphml,48,PrioList,36.3302,71.2962,0.1443,0.0,1.6876
Garr201201.graphml,48,Simple Decomposition,39.1866,75.1435,0.1335,0.0,1.6876
Garr201201.graphml,48,Super Trees,35.2584,68.046,0.1891,0.6423,2.1314
Geant2001.graphml,27,Beacon Nodes,18.4841,51.943,0.2064,0.4082,2.4271
Geant2001.graphml,27,Global Controller,20.7859,54.0629,0.1804,0.4082,2.4271
Geant2001.graphml,27,PrioList,18.5565,45.7553,0.1304,0.0,2.4271
Geant2001.graphml,27,Simple Decomposition,24.4202,61.8196,0.1443,0.0,2.4271
Geant2001.graphml,27,Super Trees,17.7664,45.3409,0.1833,0.6757,2.1365
Geant2009.graphml,34,Beacon Nodes,22.7837,54.8352,0.1137,0.2041,3.221
Geant2009.graphml,34,Global Controller,23.0215,56.4642,0.1204,0.2041,3.221
Geant2009.graphml,34,PrioList,25.0278,47.5378,0.1246,0.2041,3.221
Geant2009.graphml,34,Simple Decomposition,24.9139,52.6247,0.1115,0.0,3.221
Geant2009.graphml,34,Super Trees,22.2039,53.0215,0.1893,0.8005,3.3941
Geant2010.graphml,37,Beacon Nodes,31.8517,63.7214,0.1057,0.2941,3.0927
Geant2010.graphml,37,Global Controller,29.8629,56.5102,0.1137,0.3807,3.0927
Geant2010.graphml,37,PrioList,28.3994,58.9706,0.1256,0.0,3.0927
Geant2010.graphml,37,Simple Decomposition,40.1474,61.1453,0.1191,0.0,3.0927
Geant2010.graphml,37,Super Trees,28.2391,68.0866,0.22,0.7211,3.3482
Geant2012.graphml,37,Beacon Nodes,34.2779,68.4405,0.1339,0.2041,3.4397
Geant2012.graphml,37,Global Controller,36.3109,71.6221,0.1438,0.0,3.4397
Geant2012.graphml,37,PrioList,37.6859,70.5649,0.1145,0.2041,3.4397
Geant2012.graphml,37,Simple Decomposition,36.9245,70.8306,0.117,0.0,3.4397
Geant2012.graphml,37,Super Trees,31.2052,58.5617,0.1692,0.6539,2.9411
Getnet.graphml,7,Beacon Nodes,0.9688,14.4393,0.0739,0.0,0.2857
Getnet.graphml,7,Global Controller,0.9232,15.1874,0.0618,0.0,0.2857
Getnet.graphml,7,PrioList,6.3944,14.3296,0.0675,0.0,0.2857
Getnet.graphml,7,Simple Decomposition,6.795,17.2641,0.0814,0.0,0.2857
Getnet.graphml,7,Super Trees,1.153,23.8998,0.2951,0.2041,1.0982
Globalcenter.graphml,9,Beacon Nodes,7.9604,14.2733,0.0038,0.0,0.0
Globalcenter.graphml,9,Global Controller,7.8605,17.4389,0.0028,0.0,0.0
Globalcenter.graphml,9,PrioList,0.7528,12.9264,0.0041,0.0,0.0
Globalcenter.graphml,9,Simple Decomposition,1.157,10.186,0.0038,0.0,0.0
Globalcenter.graphml,9,Super Trees,1.0311,13.0416,0.0041,0.3378,0.607
Goodnet.graphml,17,Beacon Nodes,8.4262,33.3247,0.0973,0.0,0.4149
Goodnet.graphml,17,Global Controller,8.458,32.0085,0.101,0.0,0.4149
Goodnet.graphml,17,PrioList,8.1616,33.4551,0.1228,0.0,0.4149
Goodnet.graphml,17,Simple Decomposition,8.2972,35.0112,0.1069,0.0,0.4149
Goodnet.graphml,17,Super Trees,7.9137,29.0224,0.1419,0.6807,1.2306
Grena.graphml,13,Beacon Nodes,0.6136,5.1146,0.0521,0.0,1.2446
Grena.graphml,13,Global Controller,1.1439,10.1946,0.057,0.0,1.2446
Grena.graphml,13,PrioList,0.6945,16.8065,0.0783,0.0,1.2446
Grena.graphml,13,Simple Decomposition,0.5941,11.7311,0.0675,0.0,1.2446
Grena.graphml,13,Super Trees,11.6926,16.0892,0.0831,0.0,1.2446
Gridnet.graphml,9,Beacon Nodes,0.6951,14.7382,0.0034,0.0,0.1757
Gridnet.graphml,9,Global Controller,0.8159,15.1599,0.0038,0.0,0.1757
Gridnet.graphml,9,PrioList,0.9775,12.8522,0.0028,0.0,0.1757
Gridnet.graphml,9,Simple Decomposition,0.7828,19.028,0.0034,0.0,0.1757
Gridnet.graphml,9,Super Trees,0.8464,14.8448,0.0069,0.3378,0.8005
Grnet.graphml,34,Beacon Nodes,15.5863,36.11,0.1193,0.0,1.3869
Grnet.graphml,34,Global Controller,16.1533,33.9561,0.1043,0.0,1.3869
Grnet.graphml,34,PrioList,15.6487,39.5907,0.1259,0.0,1.3869
Grnet.graphml,34,Simple Decomposition,16.4374,37.1126,0.1137,0.0,1.3869
Grnet.graphml,34,Super Trees,14.8393,40.4826,0.2548,0.55,2.6027
GtsCzechRepublic.graphml,26,Beacon Nodes,0.9609,17.2106,0.0922,0.0,2.8842
GtsCzechRepublic.graphml,26,Global Controller,1.1203,12.6277,0.1034,0.0,2.8842
GtsCzechRepublic.graphml,26,PrioList,0.9931,13.683,0.0955,0.0,2.8842
GtsCzechRepublic.graphml,26,Simple Decomposition,1.0426,16.8351,0.0977,0.0,2.8842
GtsCzechRepublic.graphml,26,Super Trees,1.1608,5.898,0.0923,0.0,2.8842
GtsHungary.graphml,25,Beacon Nodes,8.1443,19.5944,0.0697,0.0,1.8396
GtsHungary.graphml,25,Global Controller,8.1012,22.1275,0.0604,0.0,1.8396
GtsHungary.graphml,25,PrioList,8.2232,19.8495,0.0655,0.0,1.8396
GtsHungary.graphml,25,Simple Decomposition,8.0241,21.1341,0.063,0.0,1.8396
GtsHungary.graphml,25,Super Trees,11.459,24.2306,0.248,0.8065,1.9763
GtsPoland.graphml,26,Beacon Nodes,6.296,21.6726,0.1118,0.0,2.2205
GtsPoland.graphml,26,Global Controller,6.1612,28.7906,0.0851,0.0,2.2205
GtsPoland.graphml,26,PrioList,6.3188,24.9733,0.1325,0.0,2.2205
GtsPoland.graphml,26,Simple Decomposition,6.8795,24.6602,0.1298,0.0,2.2205
GtsPoland.graphml,26,Super Trees,6.0208,27.1348,0.1895,0.8165,2.7767
GtsRomania.graphml,19,Beacon Nodes,5.2967,13.9789,0.0896,0.0,0.8525
GtsRomania.graphml,19,Global Controller,5.1572,25.8876,0.0909,0.0,0.8525
GtsRomania.graphml,19,PrioList,5.0517,21.7578,0.0797,0.0,0.8525
GtsRomania.graphml,19,Simple Decomposition,5.3131,20.9533,0.0868,0.1021,0.8525
GtsRomania.graphml,19,Super Trees,4.6081,40.2687,0.2412,0.4484,1.5528
GtsSlovakia.graphml,28,Beacon Nodes,8.1336,25.996,0.0858,0.0,0.6563
GtsSlovakia.graphml,28,Global Controller,8.2961,18.4549,0.0767,0.0,0.6563
GtsSlovakia.graphml,28,PrioList,7.9031,19.643,0.0882,0.0,0.6563
GtsSlovakia.graphml,28,Simple Decomposition,8.0526,24.7792,0.0941,0.0,0.6563
GtsSlovakia.graphml,28,Super Trees,7.9691,29.5653,0.1183,0.6903,0.9991
Heanet.graphml,7,Beacon Nodes,1.5362,13.5039,0.0127,0.0,0.2554
Heanet.graphml,7,Global Controller,1.3802,13.6193,0.0115,0.0,0.2554
Heanet.graphml,7,PrioList,1.4122,13.2789,0.0121,0.2041,0.2554
Heanet.graphml,7,Simple Decomposition,1.5678,15.7685,0.011,0.0,0.2554
Heanet.graphml,7,Super Trees,1.9833,24.9747,0.2587,0.3378,0.9178
HiberniaCanada.graphml,10,Beacon Nodes,0.8836,13.9988,0.0742,0.0,1.2504
HiberniaCanada.graphml,10,Global Controller,0.8886,12.4709,0.0733,0.0,1.2504
HiberniaCanada.graphml,10,PrioList,0.7962,9.9037,0.079,0.0,1.2504
HiberniaCanada.graphml,10,Simple Decomposition,0.9529,15.3034,0.086,0.0,1.2504
HiberniaCanada.graphml,10,Super Trees,0.874,20.5798,0.189,0.4082,1.8277
HiberniaGlobal.graphml,53,Beacon Nodes,32.6991,65.4635,0.097,0.0,4.9189
HiberniaGlobal.graphml,53,Global Controller,40.3451,69.6013,0.1148,0.2941,4.9189
HiberniaGlobal.graphml,53,PrioList,32.1872,60.3934,0.123,0.2041,4.9189
HiberniaGlobal.graphml,53,Simple Decomposition,32.3279,59.6476,0.0965,0.2041,4.9189
HiberniaGlobal.graphml,53,Super Trees,34.938,66.8663,0.1931,0.5898,6.1993
HiberniaIreland.graphml,6,Beacon Nodes,0.698,15.4123,0.0465,0.0,0.2408
HiberniaIreland.graphml,6,Global Controller,1.0111,12.8141,0.0424,0.0,0.2408
HiberniaIreland.graphml,6,PrioList,0.5905,15.5789,0.0526,0.0,0.2408
HiberniaIreland.graphml,6,Simple Decomposition,0.5719,16.0495,0.059,0.0,0.2408
HiberniaIreland.graphml,6,Super Trees,0.7608,11.9874,0.1373,0.0,0.7649
HiberniaNireland.graphml,15,Beacon Nodes,1.6908,14.4916,0.0837,0.0,3.1072
HiberniaNireland.graphml,15,Global Controller,1.6446,15.8721,0.0767,0.0,3.1072
HiberniaNireland.graphml,15,PrioList,1.8466,17.0224,0.0828,0.0,3.1072
HiberniaNireland.graphml,15,Simple Decomposition,1.9099,21.6273,0.0967,0.0,3.1072
HiberniaNireland.graphml,15,Super Trees,1.6192,24.7284,0.247,0.2823,3.4055
HiberniaUk.graphml,13,Beacon Nodes,0.5595,21.0236,0.0503,0.0,0.0
HiberniaUk.graphml,13,Global Controller,1.0,11.6038,0.0453,0.0,0.0
HiberniaUk.graphml,13,PrioList,1.0963,16.9357,0.0335,0.0,0.0
HiberniaUk.graphml,13,Simple Decomposition,0.6667,10.0334,0.0337,0.0,0.0
HiberniaUk.graphml,13,Super Trees,0.7336,12.6226,0.0268,0.0,0.0
HiberniaUs.graphml,20,Beacon Nodes,11.5469,32.2732,0.1421,0.2041,3.1508
HiberniaUs.graphml,20,Global Controller,7.7991,34.2535,0.1499,0.2041,3.1508
HiberniaUs.graphml,20,PrioList,7.2958,39.6352,0.1609,0.0,3.1508
HiberniaUs.graphml,20,Simple Decomposition,7.6006,42.7008,0.1544,0.0,3.1508
HiberniaUs.graphml,20,Super Trees,7.5968,34.6806,0.2382,0.2041,3.5077
Highwinds.graphml,18,Beacon Nodes,7.8604,32.1153,0.0939,0.0,1.1031
Highwinds.graphml,18,Global Controller,5.7571,31.4689,0.1066,0.0,1.1031
Highwinds.graphml,18,PrioList,5.6529,24.3844,0.1075,0.0,1.1031
Highwinds.graphml,18,Simple Decomposition,6.3501,26.7274,0.0903,0.0,1.1031
Highwinds.graphml,18,Super Trees,5.0028,42.326,0.257,0.0,2.2933
HostwayInternational.graphml,16,Beacon Nodes,3.0509,23.6938,0.0768,0.2823,2.303
HostwayInternational.graphml,16,Global Controller,2.9111,16.9996,0.0758,0.2823,2.303
HostwayInternational.graphml,16,PrioList,2.8673,34.1978,0.0966,0.2823,2.303
HostwayInternational.graphml,16,Simple Decomposition,7.3609,21.745,0.0897,0.2823,2.303
HostwayInternational.graphml,16,Super Trees,2.673,39.1339,0.2992,0.55,3.0169
HurricaneElectric.graphml,24,Beacon Nodes,14.8414,51.5972,0.1294,0.0,1.1275
HurricaneElectric.graphml,24,Global Controller,18.7904,53.8108,0.1358,0.0,1.1275
HurricaneElectric.graphml,24,PrioList,21.9959,53.8811,0.1348,0.0,1.1275
HurricaneElectric.graphml,24,Simple Decomposition,15.185,50.6691,0.1456,0.0,1.1275
HurricaneElectric.graphml,24,Super Trees,13.7054,42.9738,0.1663,0.577,1.3805
Ibm.graphml,18,Beacon Nodes,3.9441,20.0101,0.0155,0.0,2.1502
Ibm.graphml,18,Global Controller,3.3255,12.5358,0.0262,0.0,2.1502
Ibm.graphml,18,PrioList,3.6402,15.4536,0.0169,0.0,2.1502
Ibm.graphml,18,Simple Decomposition,12.7124,24.1347,0.0143,0.0,2.1502
Ibm.graphml,18,Super Trees,5.8526,18.9906,0.1725,0.0,2.4964
Iij.graphml,28,Beacon Nodes,24.3397,45.7324,0.0818,0.0,0.4815
Iij.graphml,28,Global Controller,21.5072,47.5755,0.0545,0.0,0.4815
Iij.graphml,28,PrioList,23.7222,47.9471,0.0626,0.0,0.4815
Iij.graphml,28,Simple Decomposition,21.4335,53.1118,0.0653,0.0,0.4815
Iij.graphml,28,Super Trees,21.5274,45.1816,0.095,0.2823,1.4793
Ilan.graphml,10,Beacon Nodes,1.6031,18.529,0.0777,0.0,0.7173
Ilan.graphml,10,Global Controller,1.6854,18.6059,0.075,0.0,0.7173
Ilan.graphml,10,PrioList,1.5919,19.581,0.0975,0.0,0.7173
Ilan.graphml,10,Simple Decomposition,1.7714,13.9194,0.0925,0.0,0.7173
Ilan.graphml,10,Super Trees,1.735,20.6628,0.1457,0.0,0.509
Integra.graphml,27,Beacon Nodes,21.8606,34.2596,0.1265,0.0,1.6549
Integra.graphml,27,Global Controller,9.0282,33.179,0.0993,0.2041,1.6549
Integra.graphml,27,PrioList,9.3247,32.2289,0.1087,0.2041,1.6549
Integra.graphml,27,Simple Decomposition,9.1921,27.2499,0.1054,0.0,1.6549
Integra.graphml,27,Super Trees,8.4181,53.5979,0.3345,0.3451,3.7511
Internetmci.graphml,19,Beacon Nodes,14.0924,34.1432,0.0876,0.0,1.0935
Internetmci.graphml,19,Global Controller,8.2637,32.5945,0.1184,0.0,1.0935
Internetmci.graphml,19,PrioList,8.6363,32.5588,0.0917,0.0,1.0935
Internetmci.graphml,19,Simple Decomposition,8.4402,30.8807,0.0778,0.0,1.0935
Internetmci.graphml,19,Super Trees,7.8107,25.4062,0.1203,0.4945,1.742
Internode.graphml,20,Beacon Nodes,9.1835,28.1573,0.0659,0.0,1.9744
Internode.graphml,20,Global Controller,11.0091,39.7445,0.0555,0.0,1.9744
Internode.graphml,20,PrioList,9.7144,25.8282,0.068,0.0,1.9744
Internode.graphml,20,Simple Decomposition,9.4601,29.0389,0.0666,0.0,1.9744
Internode.graphml,20,Super Trees,9.1052,28.661,0.1484,0.5882,1.6078
Iris.graphml,50,Beacon Nodes,35.2956,58.574,0.1423,0.2823,4.873
Iris.graphml,50,Global Controller,30.4532,59.1687,0.1497,0.2242,4.873
Iris.graphml,50,PrioList,30.7246,60.0085,0.1541,0.3848,4.873
Iris.graphml,50,Simple Decomposition,30.6909,53.5076,0.1297,0.3378,4.873
Iris.graphml,50,Super Trees,29.2911,63.2787,0.3039,0.5647,5.0101
Janetlense.graphml,19,Beacon Nodes,7.7415,30.2562,0.0799,0.0,0.5706
Janetlense.graphml,19,Global Controller,8.5519,26.4689,0.0928,0.0,0.5706
Janetlense.graphml,19,PrioList,8.5374,25.3789,0.0815,0.0,0.5706
Janetlense.graphml,19,Simple Decomposition,15.63,26.0471,0.085,0.0,0.5706
Janetlense.graphml,19,Super Trees,12.1282,41.6356,0.2701,0.0,1.4039
Jgn2Plus.graphml,11,Beacon Nodes,0.7123,20.086,0.0668,0.0,1.0555
Jgn2Plus.graphml,11,Global Controller,0.5696,4.362,0.0642,0.0,1.0555
Jgn2Plus.graphml,11,PrioList,0.8162,10.8159,0.0711,0.0,1.0555
Jgn2Plus.graphml,11,Simple Decomposition,0.6161,13.479,0.0738,0.0,1.0555
Jgn2Plus.graphml,11,Super Trees,0.7838,14.9286,0.0637,0.0,1.0555
Karen.graphml,23,Beacon Nodes,6.8567,30.2633,0.137,0.0,1.6184
