graph,num_nodes,algorithm,runtime,total_run_runtime,success_rate,avg_depth,median_stretch
Litnet.graphml,39,Global Controller,10.7061,150.1295,0.7503,3.875,0.0
Litnet.graphml,39,PrioList,9.1201,134.0703,0.7378,3.875,0.0
Litnet.graphml,39,Simple Decomposition,7.6897,145.578,0.7556,3.875,0.0
Litnet.graphml,39,Super Trees,9.9295,133.5093,0.6928,4.9688,1.0
Marnet.graphml,17,Beacon Nodes,10.1974,120.2329,0.8809,2.6978,0.0
Marnet.graphml,17,Global Controller,8.8632,119.2594,0.8834,2.6978,0.0
Marnet.graphml,17,PrioList,7.9341,118.4056,0.8984,2.6978,0.0
Marnet.graphml,17,Simple Decomposition,7.6896,114.6663,0.8853,2.6978,0.0
Marnet.graphml,17,Super Trees,10.6103,113.6327,0.8462,4.0053,1.0
Marwan.graphml,6,Beacon Nodes,2.3777,82.3135,0.8938,3.0,0.0
Marwan.graphml,6,Global Controller,2.4473,79.8839,0.8969,3.0,0.0
Marwan.graphml,6,PrioList,2.1741,83.8926,0.9409,3.0,0.0
Marwan.graphml,6,Simple Decomposition,2.1682,85.913,0.9469,3.0,0.0
Marwan.graphml,6,Super Trees,2.44,88.623,0.9406,3.0,0.0
Myren.graphml,20,Beacon Nodes,5.5494,112.1125,0.8006,3.0156,0.0
Myren.graphml,20,Global Controller,7.3982,114.7589,0.7897,3.0156,0.0
Myren.graphml,20,PrioList,5.2151,103.8724,0.8,3.0156,0.0
Myren.graphml,20,Simple Decomposition,4.9868,103.2125,0.7959,3.0156,0.0
Myren.graphml,20,Super Trees,6.6302,96.4652,0.6656,3.875,2.0
Napnet.graphml,6,Beacon Nodes,2.5156,85.9355,0.9212,1.8556,0.0
Napnet.graphml,6,Global Controller,2.6101,88.1592,0.9119,1.8556,0.0
Napnet.graphml,6,PrioList,2.4563,81.9795,0.9231,1.8556,0.0
Napnet.graphml,6,Simple Decomposition,2.2714,86.6188,0.9169,1.8556,0.0
Napnet.graphml,6,Super Trees,2.6953,63.7521,0.7078,2.1463,0.0
Navigata.graphml,13,Beacon Nodes,5.963,103.59,0.8653,3.375,0.0
Navigata.graphml,13,Global Controller,6.5905,104.1874,0.8597,3.375,0.0
Navigata.graphml,13,PrioList,5.7564,100.2637,0.8634,3.375,0.0
Navigata.graphml,13,Simple Decomposition,5.5505,108.8882,0.8612,3.375,0.0
Navigata.graphml,13,Super Trees,6.2271,88.0278,0.7678,4.0572,2.0
Netrail.graphml,7,Beacon Nodes,3.9754,103.7662,0.9834,2.8119,0.0
Netrail.graphml,7,Global Controller,5.5213,111.7016,0.9825,2.8119,0.0
Netrail.graphml,7,PrioList,4.02,102.8264,0.9878,2.8119,0.0
Netrail.graphml,7,Simple Decomposition,3.8751,101.16,0.9831,2.8119,0.0
Netrail.graphml,7,Super Trees,4.3305,82.4731,0.7884,3.2344,0.0
NetworkUsa.graphml,35,Beacon Nodes,32.1896,178.6886,0.7669,16.625,0.0
NetworkUsa.graphml,35,Global Controller,32.9035,176.4047,0.6981,16.625,0.0
NetworkUsa.graphml,35,PrioList,30.7697,172.4103,0.8103,16.625,1.0
NetworkUsa.graphml,35,Simple Decomposition,31.0595,174.2366,0.7887,16.625,1.0
NetworkUsa.graphml,35,Super Trees,30.9925,167.6357,0.7628,18.2031,1.0
Nextgen.graphml,16,Beacon Nodes,2.8855,84.4751,0.6278,8.7969,0.0
Nextgen.graphml,16,Global Controller,3.4939,88.1997,0.6303,8.7969,2.0
Nextgen.graphml,16,PrioList,2.8307,85.4802,0.6412,8.7969,0.0
Nextgen.graphml,16,Simple Decomposition,2.7338,82.803,0.6147,8.7969,0.0
Nextgen.graphml,16,Super Trees,3.8786,83.8759,0.6209,8.8125,0.0
Niif.graphml,35,Beacon Nodes,16.7825,155.223,0.7884,7.3281,0.0
Niif.graphml,35,Global Controller,18.7375,160.4888,0.7678,7.3281,0.0
Niif.graphml,35,PrioList,18.5299,149.4213,0.79,7.3281,0.0
Niif.graphml,35,Simple Decomposition,16.9351,156.1392,0.7928,7.3281,0.0
Niif.graphml,35,Super Trees,18.2406,140.4484,0.6919,8.0,3.0
Noel.graphml,19,Beacon Nodes,11.9569,133.0823,0.8747,6.0053,0.0
Noel.graphml,19,Global Controller,12.8937,129.6865,0.8503,6.0053,1.0
Noel.graphml,19,PrioList,11.6001,128.2366,0.8734,6.0053,0.0
Noel.graphml,19,Simple Decomposition,12.0744,122.977,0.8753,6.0053,0.0
Noel.graphml,19,Super Trees,12.1397,118.1917,0.81,7.7656,1.0
Nordu1997.graphml,12,Beacon Nodes,2.1574,81.2478,0.8038,2.75,0.0
Nordu1997.graphml,12,Global Controller,2.3174,82.9865,0.8066,2.75,0.0
Nordu1997.graphml,12,PrioList,1.9339,79.7697,0.7966,2.75,0.0
Nordu1997.graphml,12,Simple Decomposition,2.0667,84.8218,0.8106,2.75,0.0
Nordu1997.graphml,12,Super Trees,2.5766,83.0053,0.8,2.75,0.0
Nordu2005.graphml,6,Beacon Nodes,1.7053,78.0499,0.8597,2.5625,0.0
Nordu2005.graphml,6,Global Controller,1.8266,81.0602,0.8591,2.5625,0.0
Nordu2005.graphml,6,PrioList,1.5873,81.5892,0.8512,2.5625,0.0
Nordu2005.graphml,6,Simple Decomposition,1.5052,74.0226,0.8722,2.5625,0.0
Nordu2005.graphml,6,Super Trees,1.9136,63.0161,0.7203,2.7969,1.0
Nsfnet.graphml,13,Beacon Nodes,5.549,106.3115,0.8672,4.5312,0.0
Nsfnet.graphml,13,Global Controller,6.0235,106.6589,0.8528,4.5312,0.0
Nsfnet.graphml,13,PrioList,5.5384,105.5339,0.8734,4.5312,0.0
Nsfnet.graphml,13,Simple Decomposition,5.8854,100.345,0.8825,4.5312,0.0
Nsfnet.graphml,13,Super Trees,6.1003,87.5923,0.7475,6.3697,1.0
Oxford.graphml,19,Beacon Nodes,14.723,144.1144,0.9056,8.3281,1.0
Oxford.graphml,19,Global Controller,15.2053,141.0897,0.8562,8.3281,1.0
Oxford.graphml,19,PrioList,13.9684,138.9829,0.9172,8.3281,1.0
Oxford.graphml,19,Simple Decomposition,13.9934,142.3788,0.9169,8.3281,1.0
Oxford.graphml,19,Super Trees,14.5645,118.0058,0.7441,8.7603,3.0
Pacificwave.graphml,3,Beacon Nodes,1.2297,77.3884,0.9788,1.5,0.0
Pacificwave.graphml,3,Global Controller,1.2782,80.2145,0.9784,1.5,0.0
Pacificwave.graphml,3,PrioList,1.2047,76.9917,0.9822,1.5,0.0
Pacificwave.graphml,3,Simple Decomposition,1.4075,75.2079,0.9788,1.5,0.0
Pacificwave.graphml,3,Super Trees,1.4393,81.4645,0.9806,1.5,0.0
Packetexchange.graphml,21,Beacon Nodes,11.1958,130.6151,0.7881,6.6203,0.0
Packetexchange.graphml,21,Global Controller,12.5351,135.0268,0.7812,6.6203,0.5
Packetexchange.graphml,21,PrioList,12.8071,124.4699,0.8159,6.6203,1.0
Packetexchange.graphml,21,Simple Decomposition,10.7164,127.7099,0.8275,6.6203,1.0
Packetexchange.graphml,21,Super Trees,11.7749,94.3488,0.5494,7.2656,2.0
Palmetto.graphml,45,Beacon Nodes,69.3215,299.2085,0.8644,16.0,1.5
Palmetto.graphml,45,Global Controller,71.6419,289.659,0.8388,16.0,2.0
Palmetto.graphml,45,PrioList,73.188,273.0817,0.8747,16.0,1.0
Palmetto.graphml,45,Simple Decomposition,66.5934,276.6587,0.8766,16.0,1.0
Palmetto.graphml,45,Super Trees,66.6516,220.9159,0.6734,14.7656,5.0
Peer1.graphml,16,Beacon Nodes,9.5985,118.6058,0.8938,6.0156,0.0
Peer1.graphml,16,Global Controller,10.1032,120.3449,0.8844,6.0156,1.0
Peer1.graphml,16,PrioList,9.3589,120.9487,0.9006,6.0156,0.0
Peer1.graphml,16,Simple Decomposition,9.1643,120.3802,0.9081,6.0156,0.0
Peer1.graphml,16,Super Trees,9.6313,101.6619,0.7597,6.4375,1.0
PionierL3.graphml,27,Beacon Nodes,20.5769,151.834,0.8256,12.0,1.0
PionierL3.graphml,27,Global Controller,22.7776,148.4751,0.7684,12.0,0.0
PionierL3.graphml,27,PrioList,18.7283,154.4998,0.8462,12.0,1.0
PionierL3.graphml,27,Simple Decomposition,19.2187,152.2964,0.8603,12.0,0.5
PionierL3.graphml,27,Super Trees,18.9797,144.9707,0.8228,13.8125,2.0
Psinet.graphml,24,Beacon Nodes,12.294,115.3526,0.6722,9.7556,0.0
Psinet.graphml,24,Global Controller,11.2743,116.7944,0.6678,9.7556,0.0
Psinet.graphml,24,PrioList,10.0634,113.5859,0.6872,9.7556,0.0
Psinet.graphml,24,Simple Decomposition,10.0233,110.0823,0.7012,9.7556,0.0
Psinet.graphml,24,Super Trees,10.9983,95.8058,0.5731,11.6094,1.0
Quest.graphml,20,Beacon Nodes,21.1529,163.8944,0.9494,8.9688,0.0
Quest.graphml,20,Global Controller,23.204,159.1612,0.9406,8.9688,0.0
Quest.graphml,20,PrioList,22.2164,157.7495,0.9603,8.9688,0.0
Quest.graphml,20,Simple Decomposition,21.4595,160.7513,0.9616,8.9688,0.0
Quest.graphml,20,Super Trees,22.1583,149.874,0.9181,9.7031,2.0
Rediris.graphml,19,Beacon Nodes,20.3668,158.131,0.9697,6.2812,0.0
Rediris.graphml,19,Global Controller,21.1766,160.4777,0.9591,6.2812,1.0
Rediris.graphml,19,PrioList,22.6489,156.2068,0.9688,6.2812,0.0
Rediris.graphml,19,Simple Decomposition,19.7976,160.7994,0.9634,6.2812,0.0
Rediris.graphml,19,Super Trees,22.1797,139.7019,0.8766,5.7344,1.0
Renater1999.graphml,24,Beacon Nodes,3.6151,103.8964,0.7338,5.375,0.0
Renater1999.graphml,24,Global Controller,4.5106,103.8823,0.7331,5.375,0.0
Renater1999.graphml,24,PrioList,3.4064,98.4017,0.7388,5.375,0.0
Renater1999.graphml,24,Simple Decomposition,3.323,105.8203,0.7422,5.375,0.0
Renater1999.graphml,24,Super Trees,4.6291,101.5101,0.7453,5.375,0.0
Renater2001.graphml,24,Beacon Nodes,12.9062,128.9303,0.8175,6.2031,0.0
Renater2001.graphml,24,Global Controller,13.9785,130.7324,0.8,6.2031,0.0
Renater2001.graphml,24,PrioList,12.6433,127.4501,0.8394,6.2031,0.0
Renater2001.graphml,24,Simple Decomposition,12.9324,128.065,0.8309,6.2031,0.5
Renater2001.graphml,24,Super Trees,14.8001,99.5358,0.6059,6.5938,2.0
Renater2004.graphml,24,Beacon Nodes,18.7031,147.8719,0.9006,8.9219,0.0
Renater2004.graphml,24,Global Controller,19.7093,147.4687,0.86,8.9219,1.0
Renater2004.graphml,24,PrioList,20.7867,154.0604,0.9069,8.9219,1.0
Renater2004.graphml,24,Simple Decomposition,18.6179,143.3117,0.9153,8.9219,0.0
Renater2004.graphml,24,Super Trees,19.0569,119.6913,0.7453,7.7344,1.0
Renater2006.graphml,26,Beacon Nodes,24.9405,179.7586,0.9316,9.2812,0.0
Renater2006.graphml,26,Global Controller,25.4501,171.6291,0.8872,9.2812,1.0
Renater2006.graphml,26,PrioList,25.5938,172.103,0.9491,9.2812,0.0
Renater2006.graphml,26,Simple Decomposition,25.0061,164.6439,0.9447,9.2812,0.0
Renater2006.graphml,26,Super Trees,23.0875,146.5502,0.8425,9.2188,1.0
Renater2008.graphml,26,Beacon Nodes,25.2915,171.664,0.9297,9.6562,1.0
Renater2008.graphml,26,Global Controller,29.4316,177.0616,0.8894,9.6562,1.0
Renater2008.graphml,26,PrioList,25.2692,170.5645,0.9541,9.6562,0.0
Renater2008.graphml,26,Simple Decomposition,24.5203,164.5139,0.9462,9.6562,0.0
Renater2008.graphml,26,Super Trees,25.8439,149.3741,0.7906,8.2188,1.0
Renater2010.graphml,37,Beacon Nodes,49.353,227.1711,0.9119,13.625,0.0
Renater2010.graphml,37,Global Controller,52.3983,229.0739,0.8581,13.625,0.0
Renater2010.graphml,37,PrioList,48.9645,225.4305,0.9234,13.625,0.0
Renater2010.graphml,37,Simple Decomposition,51.3733,226.9223,0.9259,13.625,0.0
Renater2010.graphml,37,Super Trees,50.8679,198.5994,0.79,13.875,4.0
Restena.graphml,13,Beacon Nodes,7.3609,103.2949,0.8753,4.7188,1.0
Restena.graphml,13,Global Controller,6.2781,102.892,0.8678,4.7188,0.0
Restena.graphml,13,PrioList,5.91,104.3351,0.9188,4.7188,0.0
Restena.graphml,13,Simple Decomposition,5.8162,100.7557,0.9081,4.7188,0.0
Restena.graphml,13,Super Trees,7.1159,95.965,0.8566,6.3438,2.0
Rhnet.graphml,13,Beacon Nodes,4.3835,87.863,0.7788,4.375,0.0
Rhnet.graphml,13,Global Controller,4.6362,86.5323,0.7709,4.375,0.0
Rhnet.graphml,13,PrioList,4.2285,88.9913,0.7869,4.375,0.0
Rhnet.graphml,13,Simple Decomposition,4.3875,87.167,0.7928,4.375,0.0
Rhnet.graphml,13,Super Trees,4.8391,75.0271,0.6438,5.125,1.0
Rnp.graphml,28,Beacon Nodes,8.789,121.8805,0.6869,7.7812,0.0
Rnp.graphml,28,Global Controller,10.2417,119.8059,0.6819,7.7812,0.5
Rnp.graphml,28,PrioList,8.6969,117.0819,0.6912,7.7812,0.0
Rnp.graphml,28,Simple Decomposition,10.3685,119.4606,0.7025,7.7812,0.0
Rnp.graphml,28,Super Trees,9.7136,102.6679,0.5816,9.1719,2.0
Roedunet.graphml,40,Beacon Nodes,18.0412,160.1266,0.755,3.7241,0.0
Roedunet.graphml,40,Global Controller,20.3184,164.7698,0.7669,3.7241,0.0
Roedunet.graphml,40,PrioList,17.1579,158.6081,0.7691,3.7241,0.0
Roedunet.graphml,40,Simple Decomposition,21.0232,161.7392,0.7706,3.7241,0.0
Roedunet.graphml,40,Super Trees,22.1821,138.0226,0.6366,4.875,1.0
Sago.graphml,18,Beacon Nodes,2.8653,85.5316,0.5884,11.0312,0.0
Sago.graphml,18,Global Controller,3.8889,85.5988,0.5847,11.0312,0.0
Sago.graphml,18,PrioList,2.4973,80.3471,0.5897,11.0312,0.0
Sago.graphml,18,Simple Decomposition,2.5036,85.8226,0.5781,11.0312,0.0
Sago.graphml,18,Super Trees,3.721,82.4102,0.5866,11.0312,0.0
Sanren.graphml,7,Beacon Nodes,2.9473,83.7562,0.8766,3.5,0.0
Sanren.graphml,7,Global Controller,3.0194,84.1555,0.8638,3.5,0.0
Sanren.graphml,7,PrioList,2.7563,81.6761,0.9303,3.5,0.0
Sanren.graphml,7,Simple Decomposition,2.598,84.9225,0.9316,3.5,0.0
Sanren.graphml,7,Super Trees,3.0356,87.6257,0.9234,3.5,0.0
Savvis.graphml,19,Beacon Nodes,10.8371,116.3856,0.7675,10.5312,0.0
Savvis.graphml,19,Global Controller,10.7518,114.3657,0.7163,10.5312,0.0
Savvis.graphml,19,PrioList,10.1614,116.6008,0.8128,10.5312,0.0
Savvis.graphml,19,Simple Decomposition,10.0855,118.1597,0.8125,10.5312,0.0
Savvis.graphml,19,Super Trees,11.0485,109.4985,0.7406,11.2812,2.0
Sinet.graphml,47,Beacon Nodes,14.1333,169.9895,0.6894,6.2812,0.0
Sinet.graphml,47,Global Controller,17.8432,169.0666,0.6884,6.2812,0.0
Sinet.graphml,47,PrioList,15.8041,166.6034,0.7,6.2812,0.0
Sinet.graphml,47,Simple Decomposition,15.1074,160.6125,0.6966,6.2812,0.0
Sinet.graphml,47,Super Trees,15.9506,149.7269,0.5816,7.6406,3.0
Spiralight.graphml,15,Beacon Nodes,8.0624,112.953,0.8166,10.5625,2.0
Spiralight.graphml,15,Global Controller,8.847,106.4264,0.7612,10.5625,2.0
Spiralight.graphml,15,PrioList,7.9219,109.9452,0.8681,10.5625,0.0
Spiralight.graphml,15,Simple Decomposition,8.1663,110.5676,0.8534,10.5625,0.0
Spiralight.graphml,15,Super Trees,8.245,108.5132,0.8694,10.1875,0.0
Sprint.graphml,11,Beacon Nodes,8.8889,124.2646,0.9659,3.3125,0.0
Sprint.graphml,11,Global Controller,9.0766,131.8725,0.9662,3.3125,0.0
Sprint.graphml,11,PrioList,8.5284,117.4156,0.9697,3.3125,0.0
Sprint.graphml,11,Simple Decomposition,8.6396,116.8513,0.9662,3.3125,0.0
Sprint.graphml,11,Super Trees,8.6581,106.5347,0.8897,4.8959,1.0
Sunet.graphml,25,Beacon Nodes,16.3948,147.1823,0.7681,10.2656,1.0
Sunet.graphml,25,Global Controller,16.49,138.8977,0.7331,10.2656,0.0
Sunet.graphml,25,PrioList,15.9348,140.1409,0.8016,10.2656,0.0
Sunet.graphml,25,Simple Decomposition,15.5294,137.803,0.8062,10.2656,0.0
Sunet.graphml,25,Super Trees,15.4199,123.553,0.6816,11.6562,2.0
Surfnet.graphml,50,Beacon Nodes,64.5092,292.0107,0.8662,14.6719,1.0
Surfnet.graphml,50,Global Controller,72.4811,303.2091,0.8306,14.6719,1.0
Surfnet.graphml,50,PrioList,67.8087,275.7331,0.8781,14.6719,1.0
Surfnet.graphml,50,Simple Decomposition,69.1373,291.3711,0.8791,14.6719,1.0
Surfnet.graphml,50,Super Trees,65.2751,249.441,0.7272,12.4219,3.0
SwitchL3.graphml,30,Beacon Nodes,50.37,256.6269,0.9775,8.3906,1.0
SwitchL3.graphml,30,Global Controller,50.3713,260.7655,0.9744,8.3906,1.0
SwitchL3.graphml,30,PrioList,49.8001,252.3838,0.9825,8.3906,1.0
SwitchL3.graphml,30,Simple Decomposition,50.7197,253.2506,0.9809,8.3906,1.0
SwitchL3.graphml,30,Super Trees,46.9206,230.8021,0.9503,8.9531,2.0
TataNld.graphml,143,Beacon Nodes,561.8907,1113.1568,0.84,42.8125,3.0
TataNld.graphml,143,Global Controller,598.1381,1098.9185,0.6919,42.8125,3.0
TataNld.graphml,143,PrioList,549.14,1092.1457,0.8725,42.8125,2.0
TataNld.graphml,143,Simple Decomposition,544.2275,1096.3166,0.8656,42.8125,2.0
TataNld.graphml,143,Super Trees,539.7911,966.9731,0.6884,33.9531,4.5
Telecomserbia.graphml,6,Beacon Nodes,2.2543,92.3246,0.9091,3.0,0.0
Telecomserbia.graphml,6,Global Controller,2.5764,90.7611,0.8978,3.0,0.0
Telecomserbia.graphml,6,PrioList,2.1572,92.4646,0.9409,3.0,0.0
Telecomserbia.graphml,6,Simple Decomposition,2.1402,89.5976,0.9462,3.0,0.0
Telecomserbia.graphml,6,Super Trees,3.7611,94.9973,0.9469,3.0,0.0
Ulaknet.graphml,76,Beacon Nodes,14.485,248.3099,0.7775,3.25,0.0
Ulaknet.graphml,76,Global Controller,23.0054,253.6687,0.7775,3.25,0.0
Ulaknet.graphml,76,PrioList,15.3565,237.5093,0.7738,3.25,0.0
Ulaknet.graphml,76,Simple Decomposition,15.5787,229.5732,0.7772,3.25,0.0
Ulaknet.graphml,76,Super Trees,17.6403,253.5943,0.775,3.7812,1.0
UniC.graphml,15,Beacon Nodes,5.8404,109.2803,0.7994,6.1875,1.0
UniC.graphml,15,Global Controller,6.5691,105.8351,0.7666,6.1875,0.0
UniC.graphml,15,PrioList,5.7175,103.7889,0.8088,6.1875,1.0
UniC.graphml,15,Simple Decomposition,5.6563,103.0405,0.8178,6.1875,1.0
UniC.graphml,15,Super Trees,6.4868,79.1923,0.5944,6.5312,1.0
Uran.graphml,19,Beacon Nodes,3.2866,99.8356,0.7166,6.2188,0.0
Uran.graphml,19,Global Controller,3.7661,100.1361,0.7016,6.2188,0.0
Uran.graphml,19,PrioList,3.0134,101.1073,0.7072,6.2188,0.0
Uran.graphml,19,Simple Decomposition,2.9454,102.4242,0.6962,6.2188,0.0
Uran.graphml,19,Super Trees,3.913,99.4376,0.6966,6.2188,0.0
Uunet.graphml,42,Beacon Nodes,92.9059,337.0642,0.9197,9.4531,0.0
Uunet.graphml,42,Global Controller,94.9751,335.4732,0.9059,9.4531,1.0
Uunet.graphml,42,PrioList,87.6829,324.1761,0.9178,9.4531,1.0
Uunet.graphml,42,Simple Decomposition,87.4356,316.5781,0.9144,9.4531,1.0
Uunet.graphml,42,Super Trees,86.7058,309.3071,0.8806,9.8125,2.0
Vinaren.graphml,21,Beacon Nodes,3.8923,110.2533,0.7334,4.7031,1.0
Vinaren.graphml,21,Global Controller,4.8084,105.182,0.7231,4.7031,1.0
Vinaren.graphml,21,PrioList,3.5685,100.7107,0.7378,4.7031,1.0
Vinaren.graphml,21,Simple Decomposition,3.4457,101.3787,0.7312,4.7031,1.0
Vinaren.graphml,21,Super Trees,4.7322,100.4379,0.6956,5.1875,1.0
VisionNet.graphml,22,Beacon Nodes,3.4542,94.543,0.6053,9.0625,0.0
VisionNet.graphml,22,Global Controller,5.099,98.033,0.6131,9.0625,0.0
VisionNet.graphml,22,PrioList,2.9765,97.5445,0.5991,9.0625,0.0
VisionNet.graphml,22,Simple Decomposition,2.9712,98.5996,0.6125,9.0625,0.0
VisionNet.graphml,22,Super Trees,4.389,100.0076,0.61,9.0625,0.0
VtlWavenet2008.graphml,87,Beacon Nodes,56.2084,266.0839,0.2825,37.7812,0.0
VtlWavenet2008.graphml,87,Global Controller,68.7939,283.2082,0.2916,37.7812,0.0
VtlWavenet2008.graphml,87,PrioList,52.5336,253.5396,0.3259,37.7812,0.0
VtlWavenet2008.graphml,87,Simple Decomposition,53.3316,259.037,0.3144,37.7812,0.0
VtlWavenet2008.graphml,87,Super Trees,56.2861,223.5723,0.2359,39.9062,0.0
VtlWavenet2011.graphml,91,Beacon Nodes,61.1854,288.2669,0.2969,41.6875,0.0
VtlWavenet2011.graphml,91,Global Controller,69.0281,284.4562,0.2838,41.6875,0.0
VtlWavenet2011.graphml,91,PrioList,57.8978,263.4955,0.3131,41.6875,0.0
VtlWavenet2011.graphml,91,Simple Decomposition,54.8799,256.1151,0.2972,41.6875,0.0
VtlWavenet2011.graphml,91,Super Trees,65.5751,264.1104,0.2728,43.2812,1.0
WideJpn.graphml,19,Beacon Nodes,6.1622,104.5652,0.7609,5.5156,0.0
WideJpn.graphml,19,Global Controller,6.8421,102.6846,0.77,5.5156,0.0
WideJpn.graphml,19,PrioList,5.7863,98.52,0.7838,5.5156,0.0
WideJpn.graphml,19,Simple Decomposition,6.6281,103.2005,0.7856,5.5156,0.0
WideJpn.graphml,19,Super Trees,6.6656,94.3345,0.7116,7.1719,1.0
Xeex.graphml,24,Beacon Nodes,23.5892,163.483,0.9175,6.6875,2.0
Xeex.graphml,24,Global Controller,23.363,161.0608,0.9097,6.6875,1.5
Xeex.graphml,24,PrioList,24.1066,164.6711,0.9247,6.6875,0.0
Xeex.graphml,24,Simple Decomposition,27.1101,167.1343,0.9291,6.6875,0.0
Xeex.graphml,24,Super Trees,22.0567,143.4736,0.7906,8.4062,3.0
Xspedius.graphml,34,Beacon Nodes,52.223,244.0549,0.9706,12.8438,1.0
Xspedius.graphml,34,Global Controller,57.6575,243.7899,0.9447,12.8438,1.0
Xspedius.graphml,34,PrioList,51.9212,239.3081,0.9709,12.8438,0.0
Xspedius.graphml,34,Simple Decomposition,51.1018,227.4816,0.9744,12.8438,0.0
Xspedius.graphml,34,Super Trees,50.9043,207.5816,0.8503,11.1719,2.0
York.graphml,23,Beacon Nodes,13.6322,111.926,0.6716,15.9375,0.0
York.graphml,23,Global Controller,13.8408,105.9439,0.6294,15.9375,0.0
York.graphml,23,PrioList,12.7586,113.1786,0.6947,15.9375,0.0
York.graphml,23,Simple Decomposition,12.8474,104.6968,0.6841,15.9375,0.0
York.graphml,23,Super Trees,13.5155,114.2632,0.6716,15.5,0.0
